t,ax,ay,az
0.0,-0.085,1.053,0.168
0.01,-0.19,0.807,0.035
0.02,-0.318,1.004,-0.129
0.03,-0.214,1.089,-0.07
0.04,-0.051,0.951,0.014
0.05,-0.126,0.945,0.144
0.06,-0.222,0.802,-0.009
0.07,-0.345,1.209,-0.141
0.08,-0.202,0.858,-0.057
0.09,-0.167,1.054,0.109
0.1,-0.06,0.754,0.127
0.11,-0.37,1.032,-0.076
0.12,-0.311,1.031,-0.136
0.13,-0.163,0.858,-0.038
0.14,-0.13,1.076,0.189
0.15,-0.152,0.775,0.088
0.16,-0.36,1.152,-0.12
0.17,-0.261,0.826,-0.128
0.18,-0.138,1.164,0.036
0.19,-0.092,0.896,0.126
0.2,-0.228,0.843,0.016
0.21,-0.365,1.053,-0.139
0.22,-0.143,0.924,-0.071
0.23,-0.11,1.176,0.07
0.24,-0.097,0.662,0.151
0.25,-0.368,1.095,-0.031
0.26,-0.329,0.927,-0.127
0.27,-0.189,1.034,-0.073
0.28,-0.105,0.928,0.125
0.29,-0.134,0.83,0.139
0.3,-0.37,1.171,-0.095
0.31,-0.273,0.801,-0.159
0.32,-0.196,1.175,-0.011
0.33,-0.056,0.826,0.177
0.34,-0.206,1.024,0.036
0.35,-0.316,0.855,-0.148
0.36,-0.234,0.994,-0.093
0.37,-0.131,1.188,0.072
0.38,-0.024,0.733,0.105
0.39,-0.309,1.071,0.015
0.4,-0.329,0.864,-0.114
0.41,-0.222,1.193,-0.082
0.42,-0.085,0.782,0.073
0.43,-0.165,0.965,0.147
0.44,-0.346,1.025,-0.037
0.45,-0.236,0.925,-0.166
0.46,-0.204,1.073,-0.061
0.47,-0.158,0.8,0.176
0.48,-0.135,1.077,0.091
0.49,-0.285,0.861,-0.111
0.5,-0.26,1.113,-0.123
0.51,-0.232,1.003,0.046
0.52,-0.05,0.951,0.143
0.53,-0.166,0.949,0.023
0.54,-0.356,0.855,-0.128
0.55,-0.265,1.182,-0.04
0.56,-0.056,0.901,0.004
0.57,-0.106,1.002,0.138
0.58,-0.249,0.841,0.016
0.59,-0.388,1.146,-0.158
0.6,-0.185,0.917,-0.081
0.61,-0.079,0.905,0.098
0.62,-0.175,0.966,0.113
0.63,-0.333,0.878,-0.08
0.64,-0.315,1.144,-0.116
0.65,-0.152,0.833,-0.06
0.66,-0.134,1.126,0.187
0.67,-0.146,0.798,0.044
0.68,-0.334,1.043,-0.105
0.69,-0.204,1.013,-0.097
0.7,-0.21,1.033,0.014
0.71,-0.056,0.959,0.141
0.72,-0.171,0.776,0.016
0.73,-0.377,1.133,-0.137
0.74,-0.225,0.923,-0.019
0.75,-0.07,1.184,0.042
0.76,-0.083,0.75,0.171
0.77,-0.346,0.948,-0.004
0.78,-0.299,1.056,-0.157
0.79,-0.15,0.906,-0.065
0.8,-0.122,1.102,0.127
0.81,-0.113,0.686,0.125
0.82,-0.383,1.183,-0.057
0.83,-0.263,0.802,-0.132
0.84,-0.162,1.183,-0.023
0.85,-0.098,0.849,0.169
0.86,-0.241,1.008,0.059
0.87,-0.246,0.908,-0.124
0.88,-0.219,1.034,-0.086
0.89,-0.177,1.126,0.04
0.9,-0.098,0.661,0.193
0.91,-0.229,1.08,-0.008
0.92,-0.313,0.851,-0.113
0.93,-0.222,1.168,-0.095
0.94,-0.121,0.877,0.123
0.95,-0.047,0.922,0.093
0.96,-0.423,1.027,0.001
0.97,-0.23,0.905,-0.16
0.98,-0.21,1.109,-0.055
0.99,-0.088,0.797,0.102
1.0,-0.195,1.11,0.142
1.01,-0.302,0.823,-0.11
