t,ax,ay,az
0.0,-0.202,0.17,-0.006
0.01,-0.125,0.203,0.025
0.02,-0.1,0.21,0.05
0.03,-0.222,-0.065,0.129
0.04,-0.294,-0.294,0.095
0.05,-0.358,-0.197,0.062
0.06,-0.273,-0.149,0.059
0.07,-0.267,0.024,0.011
0.08,-0.186,0.28,0.01
0.09,-0.204,0.167,-0.005
0.1,-0.28,0.058,-0.024
0.11,-0.281,0.03,-0.115
0.12,-0.0,-0.0,-0.843
0.13,-0.276,0.033,0.096
0.14,-0.218,-0.041,-0.017
0.15,-0.3,-0.162,-0.049
0.16,-0.353,0.02,-0.011
0.17,-0.322,0.071,0.054
0.18,-0.195,0.175,-0.007
0.19,-0.225,0.27,-0.048
0.2,-0.279,0.096,-0.007
0.21,-0.185,0.024,0.036
0.22,-0.125,0.003,0.034
0.23,-0.174,-0.186,0.075
0.24,-0.252,-0.075,0.099
0.25,-0.189,-0.072,0.095
0.26,-0.228,0.036,0.076
0.27,-0.258,0.043,0.03
0.28,-0.191,-0.041,-0.06
0.29,-0.0,-0.0,-0.838
0.3,-0.168,0.127,0.022
0.31,-0.153,-0.057,0.105
0.32,-0.157,-0.264,0.113
0.33,-0.285,0.357,0.072
0.34,-0.372,0.218,-0.124
0.35,-0.355,-0.149,-0.172
0.36,-0.377,-0.043,-0.084
0.37,-0.331,-0.088,0.054
0.38,-0.245,0.032,0.073
0.39,-0.109,0.294,0.029
0.4,-0.015,0.196,-0.003
0.41,-0.051,0.106,0.099
0.42,-0.191,-0.146,0.136
0.43,-0.263,-0.411,0.138
0.44,-0.348,-0.067,0.098
0.45,-0.293,-0.173,0.03
0.46,-0.407,0.176,0.02
0.47,-0.311,0.284,-0.056
0.48,-0.283,0.113,-0.05
0.49,-0.27,-0.014,-0.068
0.5,-0.204,-0.018,-0.07
0.51,-0.176,-0.028,0.083
0.52,-0.088,0.112,0.083
0.53,-0.149,0.211,0.097
0.54,-0.126,-0.071,0.09
0.55,-0.168,-0.077,0.013
0.56,-0.313,-0.206,0.107
0.57,-0.341,-0.199,0.071
0.58,-0.346,0.017,-0.002
0.59,-0.425,0.142,-0.008
0.6,-0.195,0.201,-0.084
0.61,-0.189,0.235,-0.055
0.62,-0.19,-0.003,0.043
0.63,-0.159,-0.087,0.03
0.64,-0.139,-0.054,0.019
0.65,-0.156,-0.038,0.077
0.66,-0.168,0.137,0.131
0.67,-0.261,0.141,0.126
0.68,-0.349,-0.067,0.079
0.69,-0.326,-0.159,-0.023
0.7,-0.341,-0.195,-0.044
0.71,-0.326,-0.071,0.017
0.72,-0.264,0.186,0.016
0.73,-0.217,0.249,-0.01
0.74,-0.196,0.252,-0.059
0.75,-0.245,0.177,-0.03
0.76,-0.146,-0.038,0.047
0.77,-0.121,-0.112,0.013
0.78,-0.208,-0.168,0.098
0.79,-0.188,-0.133,0.112
0.8,-0.24,0.081,0.133
0.81,-0.358,0.027,0.058
0.82,-0.214,-0.016,-0.046
0.83,-0.201,-0.062,-0.106
0.84,-0.331,-0.056,-0.034
0.85,-0.31,0.104,0.042
0.86,-0.24,0.242,0.052
0.87,-0.271,0.36,0.029
0.88,-0.111,0.181,-0.12
0.89,-0.052,-0.125,-0.142
0.9,-0.209,-0.305,0.067
0.91,-0.176,-0.38,0.186
0.92,-0.327,-0.035,0.293
0.93,-0.278,-0.044,0.192
0.94,-0.233,0.237,-0.055
0.95,-0.23,0.162,-0.136
0.96,-0.285,-0.053,-0.118
0.97,-0.313,-0.012,-0.037
0.98,-0.235,-0.019,-0.001
0.99,-0.268,0.173,0.029
1.0,-0.242,0.259,0.025
1.01,-0.203,0.094,0.045
1.02,-0.205,-0.04,0.036
1.03,-0.178,-0.186,0.084
1.04,-0.302,-0.437,0.137
1.05,-0.252,-0.125,0.024
1.06,-0.208,0.046,-0.019
1.07,-0.196,0.182,0.03
1.08,-0.207,0.408,-0.056
1.09,-0.342,0.209,-0.052
1.1,-0.261,-0.054,-0.095
1.11,-0.22,0.014,-0.087
1.12,-0.329,-0.133,0.088
1.13,-0.272,0.057,0.073
1.14,-0.165,0.116,0.062
1.15,-0.166,-0.019,0.015
1.16,-0.079,-0.181,-0.004
1.17,-0.248,-0.188,0.122
1.18,-0.216,-0.24,0.143
1.19,-0.243,0.112,0.044
1.2,-0.324,0.125,-0.007
1.21,-0.214,0.202,-0.092
1.22,-0.305,0.303,-0.063
1.23,-0.321,-0.066,-0.021
1.24,-0.259,-0.083,-0.066
1.25,-0.196,-0.072,-0.028
1.26,-0.228,-0.052,0.073
1.27,-0.116,0.025,0.141
1.28,-0.102,0.143,0.102
1.29,-0.0,-0.0,-0.853
1.3,-0.339,0.081,0.06
1.31,-0.31,0.302,0.002
1.32,-0.209,0.177,-0.091
1.33,-0.048,-0.023,-0.11
1.34,-0.066,-0.141,-0.037
1.35,-0.083,-0.386,0.12
1.36,-0.253,-0.167,0.237
1.37,-0.253,0.103,0.23
1.38,-0.253,0.151,0.086
1.39,-0.228,0.259,-0.099
1.4,-0.292,0.072,-0.18
1.41,-0.383,-0.159,-0.127
1.42,-0.439,0.001,-0.005
1.43,-0.345,0.073,0.058
1.44,-0.173,0.122,0.028
1.45,-0.083,0.156,-0.047
1.46,-0.038,-0.018,0.028
1.47,-0.054,-0.12,0.097
1.48,-0.271,-0.199,0.144
1.49,-0.295,-0.183,0.124
1.5,-0.254,0.1,0.02
1.51,-0.31,0.171,-0.033
1.52,-0.293,0.259,-0.067
1.53,-0.421,0.069,-0.044
1.54,-0.362,-0.128,-0.003
1.55,-0.249,-0.048,-0.04
1.56,-0.204,-0.071,0.063
1.57,-0.145,0.094,-0.865
1.58,-0.099,0.121,0.029
1.59,-0.04,0.164,0.05
