t,ax,ay,az
0.0,-0.313,0.031,0.042
0.01,-0.332,0.118,0.064
0.02,-0.156,0.329,-0.047
0.03,-0.224,0.2,-0.024
0.04,-0.264,0.023,-0.012
0.05,-0.174,-0.003,-0.011
0.06,-0.206,-0.034,0.089
0.07,-0.21,-0.078,0.069
0.08,-0.203,0.058,0.107
0.09,-0.275,-0.059,0.148
0.1,-0.274,-0.064,0.078
0.11,-0.282,-0.044,0.047
0.12,-0.26,-0.098,0.006
0.13,-0.243,0.177,-0.002
0.14,-0.269,0.208,0.012
0.15,-0.208,0.135,-0.053
0.16,-0.245,0.244,-0.03
0.17,-0.255,-0.044,0.071
0.18,-0.279,-0.069,0.075
0.19,-0.219,-0.143,0.073
0.2,-0.177,-0.168,0.103
0.21,-0.213,-0.048,0.153
0.22,-0.21,0.12,0.135
0.23,-0.2,0.013,0.031
0.24,-0.149,0.06,-0.126
0.25,-0.244,-0.032,-0.099
0.26,-0.357,-0.04,0.079
0.27,-0.327,0.242,0.083
0.28,-0.326,0.283,0.081
0.29,-0.3,0.208,-0.035
0.3,-0.122,0.024,-0.156
0.31,-0.135,-0.224,-0.03
0.32,-0.091,-0.423,0.113
0.33,-0.128,-0.186,0.223
0.34,-0.0,-0.0,-0.831
0.35,-0.29,0.013,-0.061
0.36,-0.247,-0.018,-0.032
0.37,-0.298,-0.058,0.098
0.38,-0.144,-0.039,0.08
0.39,-0.08,0.144,0.062
0.4,-0.0,-0.0,-0.824
0.41,-0.415,0.102,-0.024
0.42,-0.333,0.169,0.007
0.43,-0.291,0.119,-0.017
0.44,-0.222,0.101,-0.03
0.45,-0.135,0.057,0.011
0.46,-0.07,-0.153,0.061
0.47,-0.07,-0.025,0.093
0.48,-0.138,-0.067,0.174
0.49,-0.231,0.037,0.172
0.5,-0.277,0.162,0.092
0.51,-0.328,-0.016,0.02
0.52,-0.325,-0.095,-0.077
0.53,-0.309,-0.096,-0.045
0.54,-0.41,-0.082,0.094
0.55,-0.312,0.187,0.084
0.56,-0.177,0.313,0.004
0.57,-0.085,0.278,-0.09
0.58,-0.031,0.072,-0.109
0.59,-0.108,-0.184,0.012
0.6,-0.108,-0.482,0.149
0.61,-0.265,-0.169,0.314
0.62,-0.375,-0.021,0.353
0.63,-0.347,0.126,0.144
0.64,-0.378,0.249,-0.12
0.65,-0.29,-0.077,-0.179
0.66,-0.312,-0.067,-0.106
0.67,-0.346,-0.03,0.005
0.68,-0.225,0.071,0.028
0.69,-0.057,0.226,-0.053
0.7,-0.071,0.272,-0.001
0.71,-0.118,0.042,0.085
0.72,-0.135,-0.049,0.165
0.73,-0.289,-0.183,0.184
0.74,-0.402,-0.266,0.133
0.75,-0.363,-0.085,-0.0
0.76,-0.332,0.052,0.019
0.77,-0.268,0.199,-0.031
0.78,-0.252,0.195,-0.055
0.79,-0.0,-0.0,-0.831
0.8,-0.141,-0.046,0.139
0.81,-0.222,0.063,0.124
0.82,-0.322,-0.098,0.167
0.83,-0.396,-0.15,0.08
0.84,-0.384,-0.08,0.005
0.85,-0.358,-0.028,0.027
0.86,-0.292,0.176,-0.016
0.87,-0.221,0.272,-0.064
0.88,-0.17,0.175,-0.043
0.89,-0.107,0.147,-0.04
0.9,-0.095,0.062,-0.022
0.91,-0.162,-0.104,0.091
0.92,-0.255,-0.108,0.098
0.93,-0.289,-0.094,0.164
