t,ax,ay,az
0.0,-0.193,0.254,-0.057
0.01,-0.215,0.236,-0.002
0.02,-0.237,0.097,0.011
0.03,-0.191,-0.107,0.014
0.04,-0.129,-0.275,0.026
0.05,-0.297,-0.156,-0.869
0.06,-0.238,-0.035,0.106
0.07,-0.203,0.083,0.074
0.08,-0.271,0.169,-0.004
0.09,-0.204,0.046,-0.072
0.1,-0.252,-0.114,-0.063
0.11,-0.306,-0.019,0.008
0.12,-0.287,0.08,0.122
0.13,-0.321,0.247,0.112
0.14,-0.278,0.364,-0.041
0.15,-0.132,0.033,-0.111
0.16,-0.0,-0.0,-0.846
0.17,-0.314,0.22,0.026
0.18,-0.247,0.302,-0.031
0.19,-0.234,0.254,-0.054
0.2,-0.29,0.139,-0.047
0.21,-0.216,-0.142,0.004
0.22,-0.25,-0.041,-0.018
0.23,-0.259,0.026,0.065
0.24,-0.192,0.019,0.046
0.25,-0.138,0.153,0.018
0.26,-0.104,-0.186,0.039
0.27,-0.182,-0.145,0.064
0.28,-0.242,-0.151,0.146
0.29,-0.23,-0.134,0.131
0.3,-0.344,0.161,0.055
0.31,-0.29,0.321,-0.056
0.32,-0.271,0.137,-0.081
0.33,-0.27,0.148,-0.12
0.34,-0.3,-0.075,-0.065
0.35,-0.255,-0.225,0.031
0.36,-0.111,-0.094,0.059
0.37,-0.116,-0.003,0.124
0.38,-0.104,0.094,0.165
0.39,-0.169,0.094,0.117
0.4,-0.32,0.014,0.061
0.41,-0.326,-0.106,-0.035
0.42,-0.348,0.077,-0.066
0.43,-0.407,0.097,-0.028
0.44,-0.271,0.135,-0.079
0.45,-0.286,0.16,-0.064
0.46,-0.214,0.039,-0.042
0.47,-0.109,-0.008,0.036
0.48,-0.089,-0.113,0.068
0.49,-0.085,-0.138,0.088
0.5,-0.191,-0.024,0.178
0.51,-0.204,0.079,0.154
0.52,-0.249,0.137,0.039
0.53,-0.327,0.027,-0.051
0.54,-0.303,-0.096,-0.121
0.55,-0.332,-0.109,-0.046
0.56,-0.344,0.036,0.057
0.57,-0.3,0.182,0.056
0.58,-0.314,0.275,-0.003
0.59,-0.096,0.281,-0.099
0.6,0.01,-0.06,-0.131
0.61,-0.077,-0.247,-0.005
0.62,-0.138,-0.384,0.177
0.63,-0.294,-0.324,0.352
0.64,-0.256,0.13,0.253
0.65,-0.278,0.224,0.046
0.66,-0.354,0.19,-0.113
0.67,-0.321,0.119,-0.224
0.68,-0.397,-0.115,-0.106
0.69,-0.349,-0.034,-0.06
0.7,-0.254,0.071,-0.013
0.71,-0.179,0.065,0.005
0.72,0.029,0.222,-0.023
0.73,-0.05,0.145,0.073
0.74,-0.166,-0.117,0.166
0.75,-0.257,-0.222,0.151
0.76,-0.351,-0.143,0.088
0.77,-0.273,-0.069,-0.007
0.78,-0.359,0.156,-0.027
0.79,-0.333,0.186,-0.022
0.8,-0.297,0.132,-0.071
0.81,-0.323,0.003,-0.049
0.82,-0.186,-0.114,-0.052
0.83,-0.146,-0.043,-0.023
0.84,-0.203,0.186,0.055
0.85,-0.08,0.046,0.068
0.86,-0.088,0.198,0.033
0.87,-0.153,-0.066,0.048
0.88,-0.32,-0.265,0.138
0.89,-0.319,-0.133,0.126
0.9,-0.389,-0.147,0.056
0.91,-0.454,-0.001,-0.013
0.92,-0.264,0.265,-0.121
0.93,-0.192,0.208,-0.106
0.94,-0.194,0.09,-0.059
0.95,-0.193,0.021,-0.03
0.96,-0.043,-0.125,0.006
0.97,-0.048,-0.034,0.042
0.98,-0.196,0.076,0.141
0.99,-0.182,0.069,0.125
1.0,-0.309,0.047,0.066
1.01,-0.425,-0.055,0.005
1.02,-0.359,-0.134,-0.094
1.03,-0.386,-0.019,-0.013
1.04,-0.272,0.063,-0.022
1.05,-0.175,0.221,-0.058
1.06,-0.197,0.218,-0.04
1.07,-0.178,0.088,-0.007
1.08,-0.12,0.067,0.001
1.09,-0.102,-0.07,0.06
1.1,-0.192,-0.149,0.059
1.11,-0.219,-0.059,0.09
1.12,-0.251,0.055,0.061
1.13,-0.348,-0.079,0.048
1.14,-0.247,0.036,-0.031
1.15,-0.216,-0.165,-0.039
1.16,-0.379,-0.091,0.052
1.17,-0.326,0.237,0.059
1.18,-0.307,0.203,0.02
1.19,-0.233,0.36,-0.119
1.2,-0.133,0.166,-0.225
1.21,-0.11,-0.176,-0.086
1.22,-0.083,-0.329,0.038
1.23,-0.184,-0.242,0.235
1.24,-0.238,-0.168,0.339
1.25,-0.25,0.146,0.146
1.26,-0.275,0.198,-0.033
1.27,-0.243,0.01,-0.18
1.28,-0.304,0.028,-0.136
1.29,-0.428,-0.027,-0.074
1.3,-0.359,0.043,-0.004
1.31,-0.21,0.256,-0.006
1.32,-0.125,0.156,-0.011
1.33,-0.075,0.158,-0.004
1.34,-0.115,-0.094,0.053
1.35,-0.235,-0.262,0.174
1.36,-0.301,-0.175,0.086
1.37,-0.299,-0.192,0.064
1.38,-0.213,-0.026,-0.046
1.39,-0.213,0.275,-0.071
1.4,-0.281,0.141,0.015
1.41,-0.302,0.079,-0.011
1.42,-0.306,0.141,-0.034
1.43,-0.278,-0.039,0.003
1.44,-0.255,0.094,-0.872
1.45,-0.235,0.094,-0.029
1.46,-0.213,-0.026,-0.003
1.47,-0.135,-0.048,0.005
1.48,-0.219,-0.165,0.084
1.49,-0.156,-0.3,0.132
1.5,-0.119,0.005,0.074
1.51,-0.273,0.056,0.063
1.52,-0.32,0.146,0.025
1.53,-0.262,0.303,-0.07
1.54,-0.323,0.104,-0.094
1.55,-0.291,0.06,-0.094
1.56,-0.278,-0.051,-0.014
1.57,-0.248,-0.075,0.011
1.58,-0.161,-0.01,0.09
1.59,-0.118,-0.054,0.077
1.6,-0.127,-0.048,0.085
1.61,-0.173,-0.049,0.064
1.62,-0.261,-0.011,0.042
1.63,-0.385,0.062,-0.002
1.64,-0.338,0.112,-0.036
1.65,-0.238,0.226,-0.047
1.66,-0.286,0.118,-0.086
1.67,-0.319,0.106,-0.01
1.68,-0.224,-0.056,0.01
1.69,-0.132,-0.029,-0.035
1.7,-0.155,-0.142,0.04
1.71,-0.158,-0.099,0.144
1.72,-0.125,0.102,0.091
1.73,-0.265,0.004,0.11
1.74,-0.223,-0.041,-0.018
1.75,-0.216,-0.054,-0.091
1.76,-0.382,-0.071,0.042
1.77,-0.334,0.139,0.069
1.78,-0.363,0.339,0.025
1.79,-0.358,0.241,-0.11
1.8,-0.171,0.17,-0.208
1.81,-0.066,-0.07,-0.153
1.82,-0.048,-0.359,0.02
1.83,-0.104,-0.316,0.197
1.84,-0.251,-0.166,0.322
1.85,-0.222,0.062,0.235
1.86,-0.251,0.245,0.042
1.87,-0.306,0.163,-0.112
1.88,-0.328,-0.02,-0.173
1.89,-0.42,-0.004,-0.089
1.9,-0.359,-0.053,-0.023
1.91,-0.249,0.113,0.0
1.92,-0.197,0.229,-0.04
1.93,-0.08,0.034,0.014
1.94,-0.097,0.073,0.03
1.95,-0.184,-0.189,0.092
1.96,-0.28,-0.246,0.111
1.97,-0.238,-0.056,0.032
1.98,-0.233,0.027,0.004
1.99,-0.287,0.167,-0.001
2.0,-0.236,0.257,-0.039
2.01,-0.36,0.02,0.034
2.02,-0.348,-0.044,-0.052
2.03,-0.294,-0.012,-0.094
2.04,-0.277,-0.104,-0.004
2.05,-0.118,0.183,-0.057
2.06,-0.145,0.168,0.014
2.07,-0.133,-0.054,0.045
2.08,-0.038,-0.037,0.032
2.09,-0.215,-0.244,0.168
2.1,-0.231,-0.097,0.13
2.11,-0.27,0.071,0.035
2.12,-0.423,0.1,-0.003
2.13,-0.369,0.199,-0.144
2.14,-0.357,0.149,-0.1
2.15,-0.275,-0.044,-0.017
2.16,-0.14,-0.094,-0.043
2.17,-0.188,-0.076,0.043
2.18,-0.032,-0.126,0.047
2.19,-0.08,0.169,0.077
2.2,-0.159,0.106,0.113
2.21,-0.24,0.023,0.096
2.22,-0.376,-0.001,-0.041
2.23,-0.363,-0.083,-0.074
2.24,-0.423,-0.058,-0.054
2.25,-0.395,0.128,-0.046
2.26,-0.271,0.107,-0.04
2.27,-0.182,0.134,-0.058
2.28,-0.169,0.163,-0.032
2.29,-0.101,-0.023,0.022
2.3,-0.066,-0.013,0.011
2.31,-0.169,-0.081,0.072
2.32,-0.19,-0.112,0.126
2.33,-0.226,0.058,0.088
2.34,-0.345,-0.008,0.044
2.35,-0.332,-0.038,-0.089
2.36,-0.287,-0.039,-0.083
2.37,-0.338,-0.11,0.012
2.38,-0.295,0.197,0.04
2.39,-0.281,0.289,-0.023
2.4,-0.197,0.248,-0.06
2.41,-0.069,0.194,-0.165
2.42,-0.047,-0.12,-0.105
2.43,-0.14,-0.405,0.13
2.44,-0.229,-0.288,0.22
2.45,-0.275,-0.079,0.287
2.46,-0.253,0.083,0.103
2.47,-0.304,0.251,-0.09
2.48,-0.351,0.17,-0.165
2.49,-0.297,-0.073,-0.163
2.5,-0.273,-0.01,-0.108
2.51,-0.312,0.006,-0.033
2.52,-0.229,0.032,0.038
2.53,-0.1,0.308,0.011
2.54,-0.112,0.104,0.086
2.55,-0.156,0.001,0.087
2.56,-0.225,-0.149,0.095
2.57,-0.265,-0.294,0.055
2.58,-0.257,-0.116,-0.013
2.59,-0.333,0.025,-0.024
2.6,-0.338,0.094,-0.017
2.61,-0.193,0.312,-0.072
2.62,-0.329,0.064,-0.009
2.63,-0.281,0.024,-0.047
2.64,-0.179,0.087,-0.05
