t,ax,ay,az
0.0,-0.233,0.016,0.0
0.01,-0.232,0.02,-0.002
0.02,-0.232,0.019,-0.001
0.03,-0.233,0.016,-0.003
0.04,-0.226,0.024,-0.004
0.05,-0.231,0.014,0.004
0.06,-0.226,0.017,-0.007
0.07,-0.227,0.025,0.005
0.08,-0.237,0.013,0.0
0.09,-0.229,0.012,-0.005
0.1,-0.234,0.02,-0.005
0.11,-0.237,0.021,0.006
0.12,-0.233,0.019,0.002
0.13,-0.231,0.015,-0.002
0.14,-0.228,0.018,0.005
0.15,-0.225,0.016,-0.002
0.16,-0.235,0.017,-0.002
0.17,-0.227,0.011,0.004
0.18,-0.233,0.013,-0.004
0.19,-0.23,0.01,-0.0
0.2,-0.23,0.021,-0.001
0.21,-0.229,0.021,-0.006
0.22,-0.229,0.015,0.002
0.23,-0.225,0.016,-0.008
0.24,-0.233,0.017,0.001
0.25,-0.233,0.017,-0.0
0.26,-0.234,0.011,0.007
0.27,-0.228,0.012,0.002
0.28,-0.234,0.015,-0.004
0.29,-0.236,0.014,-0.006
0.3,-0.231,0.022,-0.0
0.31,-0.228,0.019,0.003
0.32,-0.235,0.021,-0.005
0.33,-0.225,0.017,-0.011
0.34,-0.23,0.02,0.007
0.35,-0.228,0.015,0.002
0.36,-0.236,0.014,-0.005
0.37,-0.228,0.016,0.001
0.38,-0.229,0.018,-0.001
0.39,-0.231,0.016,-0.0
0.4,-0.231,0.019,-0.001
0.41,-0.226,0.021,0.0
0.42,-0.231,0.018,-0.009
0.43,-0.227,0.017,-0.006
0.44,-0.229,0.015,-0.005
0.45,-0.231,0.02,-0.009
0.46,-0.232,0.017,0.002
0.47,-0.229,0.018,-0.002
0.48,-0.233,0.021,0.008
0.49,-0.231,0.015,0.002
0.5,-0.232,0.014,-0.004
0.51,-0.234,0.018,-0.001
0.52,-0.231,0.016,0.007
0.53,-0.233,0.017,0.003
0.54,-0.232,0.021,0.002
0.55,-0.235,0.02,-0.003
0.56,-0.23,0.018,0.001
0.57,-0.228,0.021,-0.007
0.58,-0.229,0.016,0.009
0.59,-0.229,0.018,-0.002
0.6,-0.237,0.021,-0.0
0.61,-0.228,0.019,-0.002
0.62,-0.229,0.013,0.008
0.63,-0.231,0.02,0.001
0.64,-0.23,0.012,-0.001
0.65,-0.231,0.01,-0.004
0.66,-0.234,0.021,-0.008
0.67,-0.227,0.02,-0.001
0.68,-0.224,0.021,0.013
0.69,-0.227,0.013,0.001
0.7,-0.226,0.013,-0.004
0.71,-0.231,0.016,0.004
0.72,-0.228,0.02,0.011
0.73,-0.236,0.019,-0.002
0.74,-0.237,0.015,-0.001
0.75,-0.231,0.019,-0.01
0.76,-0.231,0.022,-0.002
0.77,-0.225,0.017,0.001
0.78,-0.23,0.014,0.003
0.79,-0.23,0.019,0.002
0.8,-0.229,0.02,0.004
0.81,-0.235,0.02,0.002
0.82,-0.228,0.02,-0.0
0.83,-0.233,0.02,0.007
0.84,-0.232,0.022,0.002
0.85,-0.233,0.016,-0.004
0.86,-0.23,0.018,0.003
0.87,-0.237,0.018,0.007
0.88,-0.224,0.02,0.003
0.89,-0.232,0.022,-0.002
0.9,-0.229,0.02,-0.003
0.91,-0.227,0.02,0.0
0.92,-0.231,0.019,0.003
0.93,-0.23,0.021,-0.001
0.94,-0.229,0.019,-0.004
0.95,-0.227,0.017,-0.007
0.96,-0.233,0.014,0.002
0.97,-0.23,0.012,-0.005
0.98,-0.235,0.019,0.003
0.99,-0.236,0.025,0.002
1.0,-0.228,0.02,-0.003
1.01,-0.224,0.023,0.002
1.02,-0.225,0.023,0.006
1.03,-0.228,0.017,0.007
1.04,-0.232,0.019,-0.005
1.05,-0.235,0.021,0.002
1.06,-0.234,0.019,-0.0
1.07,-0.233,0.02,-0.001
1.08,-0.232,0.02,-0.007
1.09,-0.231,0.012,-0.006
1.1,-0.231,0.018,0.001
1.11,-0.235,0.015,-0.002
1.12,-0.228,0.018,-0.005
1.13,-0.229,0.016,-0.0
1.14,-0.227,0.017,-0.005
1.15,-0.234,0.02,-0.004
1.16,-0.226,0.023,0.008
1.17,-0.232,0.019,0.006
1.18,-0.227,0.018,0.005
1.19,-0.228,0.018,-0.009
1.2,-0.229,0.015,0.003
1.21,-0.233,0.022,0.004
1.22,-0.229,0.018,0.005
1.23,-0.23,0.017,-0.003
1.24,-0.228,0.018,-0.004
1.25,-0.229,0.018,-0.003
1.26,-0.236,0.016,0.001
1.27,-0.229,0.019,0.001
1.28,-0.233,0.019,-0.004
1.29,-0.229,0.023,-0.009
1.3,-0.229,0.02,0.003
1.31,-0.238,0.023,0.007
1.32,-0.233,0.015,-0.004
1.33,-0.233,0.013,-0.001
1.34,-0.23,0.015,-0.003
1.35,-0.236,0.018,0.003
1.36,-0.227,0.02,0.006
1.37,-0.231,0.024,-0.001
1.38,-0.228,0.015,-0.005
1.39,-0.229,0.015,0.001
1.4,-0.232,0.017,-0.002
1.41,-0.228,0.017,-0.005
1.42,-0.229,0.017,-0.009
1.43,-0.23,0.018,-0.001
1.44,-0.234,0.021,0.005
1.45,-0.234,0.021,0.005
1.46,-0.236,0.021,0.007
1.47,-0.224,0.02,0.005
1.48,-0.23,0.016,-0.003
1.49,-0.23,0.016,-0.004
1.5,-0.229,0.022,0.006
1.51,-0.232,0.021,0.001
1.52,-0.223,0.017,0.002
1.53,-0.23,0.02,-0.001
1.54,-0.233,0.021,0.005
1.55,-0.222,0.019,0.005
1.56,-0.228,0.01,-0.005
1.57,-0.231,0.018,-0.004
1.58,-0.232,0.016,-0.01
1.59,-0.229,0.026,0.007
1.6,-0.23,0.016,0.003
1.61,-0.232,0.012,-0.0
1.62,-0.233,0.018,0.005
1.63,-0.236,0.02,-0.001
1.64,-0.235,0.017,0.0
1.65,-0.228,0.019,0.002
1.66,-0.234,0.018,-0.001
1.67,-0.23,0.015,0.003
1.68,-0.229,0.024,0.005
1.69,-0.235,0.02,-0.004
1.7,-0.24,0.018,0.009
1.71,-0.228,0.021,-0.007
1.72,-0.231,0.016,0.008
1.73,-0.235,0.015,0.002
1.74,-0.229,0.011,-0.0
1.75,-0.224,0.02,0.005
1.76,-0.227,0.017,-0.001
1.77,-0.23,0.021,0.003
1.78,-0.233,0.02,0.006
1.79,-0.228,0.013,0.001
1.8,-0.232,0.012,-0.004
1.81,-0.225,0.013,-0.003
1.82,-0.231,0.019,-0.001
1.83,-0.232,0.021,0.0
1.84,-0.232,0.023,0.005
1.85,-0.229,0.017,-0.003
1.86,-0.228,0.017,-0.003
1.87,-0.236,0.016,-0.0
1.88,-0.232,0.021,-0.003
1.89,-0.226,0.021,0.005
1.9,-0.227,0.017,-0.003
1.91,-0.227,0.015,-0.007
1.92,-0.233,0.015,0.0
1.93,-0.236,0.02,0.006
1.94,-0.235,0.017,0.003
1.95,-0.232,0.021,0.001
1.96,-0.229,0.023,-0.003
1.97,-0.229,0.013,-0.011
1.98,-0.232,0.017,0.009
1.99,-0.232,0.023,0.001
2.0,-0.234,0.02,-0.001
2.01,-0.227,0.016,-0.003
2.02,-0.232,0.017,-0.001
2.03,-0.229,0.014,0.001
2.04,-0.231,0.021,0.003
2.05,-0.233,0.02,0.0
2.06,-0.227,0.019,-0.008
2.07,-0.228,0.018,-0.001
2.08,-0.227,0.015,0.006
2.09,-0.231,0.02,0.003
2.1,-0.233,0.02,0.004
2.11,-0.231,0.021,-0.006
2.12,-0.229,0.016,0.004
2.13,-0.229,0.015,0.001
2.14,-0.233,0.016,0.0
2.15,-0.233,0.019,0.006
2.16,-0.229,0.019,-0.002
2.17,-0.229,0.021,-0.005
2.18,-0.226,0.019,0.006
2.19,-0.236,0.02,0.003
2.2,-0.231,0.018,-0.009
2.21,-0.23,0.016,-0.0
2.22,-0.228,0.009,0.008
2.23,-0.233,0.014,0.006
2.24,-0.228,0.016,-0.006
2.25,-0.229,0.021,0.005
2.26,-0.23,0.02,-0.01
2.27,-0.231,0.018,0.002
2.28,-0.227,0.01,0.005
2.29,-0.227,0.02,0.0
2.3,-0.227,0.021,0.002
2.31,-0.227,0.021,-0.0
2.32,-0.232,0.016,-0.001
2.33,-0.23,0.018,0.006
2.34,-0.23,0.013,-0.006
