t,ax,ay,az
0.0,-0.235,0.253,-0.018
0.01,-0.278,0.079,-0.013
0.02,-0.209,-0.14,-0.049
0.03,-0.147,0.025,0.024
0.04,-0.248,-0.097,0.161
0.05,-0.133,0.158,0.1
0.06,-0.109,0.178,0.073
0.07,-0.208,-0.068,0.059
0.08,-0.282,-0.132,0.08
0.09,-0.409,-0.256,0.124
0.1,-0.285,-0.223,0.071
0.11,-0.0,-0.0,-0.827
0.12,-0.218,0.0,0.036
0.13,-0.141,-0.177,0.08
0.14,-0.223,-0.199,0.124
0.15,-0.356,-0.119,0.126
0.16,-0.26,-0.081,0.13
0.17,-0.343,0.127,0.093
0.18,-0.246,0.063,-0.027
0.19,-0.122,-0.102,-0.066
0.2,-0.25,0.027,-0.017
0.21,-0.266,0.125,-0.839
0.22,-0.271,0.168,0.078
0.23,-0.255,0.377,0.006
0.24,-0.16,0.184,-0.05
0.25,-0.12,-0.113,-0.04
0.26,-0.195,-0.291,0.009
0.27,-0.218,-0.425,0.233
0.28,-0.316,-0.121,0.314
0.29,-0.17,0.092,0.196
0.3,-0.222,0.135,0.012
0.31,-0.216,0.265,-0.142
0.32,-0.235,0.036,-0.144
0.33,-0.339,-0.092,-0.024
0.34,-0.337,0.078,0.048
0.35,-0.322,0.079,0.101
0.36,-0.199,0.195,0.068
0.37,-0.063,0.186,-0.009
0.38,-0.202,-0.081,0.122
0.39,-0.205,-0.236,0.132
0.4,-0.298,-0.31,0.15
0.41,-0.285,-0.208,0.107
0.42,-0.171,0.014,-0.015
0.43,-0.289,0.297,0.0
0.44,-0.258,0.25,-0.004
0.45,-0.32,0.211,0.001
0.46,-0.355,0.032,-0.01
0.47,-0.238,-0.113,-0.087
0.48,-0.21,0.012,0.014
0.49,-0.0,-0.0,-0.826
0.5,-0.3,-0.146,0.034
0.51,-0.325,0.013,0.025
0.52,-0.4,0.039,0.037
0.53,-0.339,0.175,-0.007
0.54,-0.189,0.219,-0.07
0.55,-0.294,0.173,-0.017
0.56,-0.268,0.016,0.04
0.57,-0.105,-0.072,0.023
0.58,-0.101,-0.273,0.065
0.59,-0.1,-0.134,0.121
0.6,-0.089,0.041,0.181
0.61,-0.283,0.069,0.181
0.62,-0.312,0.201,0.04
0.63,-0.242,0.003,-0.083
0.64,-0.345,-0.128,-0.077
0.65,-0.375,0.0,0.04
0.66,-0.374,0.05,0.106
0.67,-0.336,0.26,0.044
0.68,-0.219,0.278,-0.055
0.69,0.004,0.028,-0.08
0.7,-0.033,-0.156,-0.026
0.71,-0.077,-0.348,0.127
0.72,-0.146,-0.35,0.25
0.73,-0.259,0.076,0.263
0.74,-0.322,0.162,0.144
0.75,-0.349,0.23,-0.004
0.76,-0.338,0.136,-0.133
0.77,-0.361,-0.108,-0.132
0.78,-0.415,-0.113,-0.013
0.79,-0.295,0.072,0.038
0.8,-0.199,0.145,0.072
0.81,-0.06,0.111,-0.01
0.82,-0.03,0.211,0.006
0.83,-0.104,-0.147,0.116
0.84,-0.189,-0.18,0.123
0.85,-0.323,-0.169,0.141
0.86,-0.274,-0.129,0.077
0.87,-0.365,0.185,0.026
0.88,-0.352,0.224,0.008
0.89,-0.327,0.121,-0.069
0.9,-0.354,0.092,-0.058
0.91,-0.267,-0.132,-0.032
0.92,-0.165,-0.048,0.0
0.93,-0.157,0.064,0.065
0.94,-0.066,0.092,0.09
0.95,-0.089,0.126,0.065
0.96,-0.143,-0.021,0.047
0.97,-0.219,-0.193,0.119
0.98,-0.287,-0.064,0.116
0.99,-0.329,-0.096,0.061
1.0,-0.477,-0.059,-0.014
