t,ax,ay,az
0.0,-0.236,0.017,0.006
0.01,-0.227,0.02,0.001
0.02,-0.232,0.016,-0.004
0.03,-0.233,0.015,-0.002
0.04,-0.232,0.019,0.003
0.05,-0.227,0.021,0.003
0.06,-0.224,0.018,-0.005
0.07,-0.231,0.016,0.004
0.08,-0.231,0.014,-0.0
0.09,-0.231,0.02,-0.001
0.1,-0.232,0.018,-0.0
0.11,-0.228,0.018,0.006
0.12,-0.229,0.02,0.004
0.13,-0.234,0.018,0.001
0.14,-0.228,0.017,-0.002
0.15,-0.225,0.021,-0.005
0.16,-0.233,0.014,-0.002
0.17,-0.228,0.017,-0.004
0.18,-0.229,0.016,0.004
0.19,-0.238,0.017,0.001
0.2,-0.232,0.016,0.002
0.21,-0.234,0.02,-0.002
0.22,-0.23,0.019,-0.002
0.23,-0.232,0.017,-0.001
0.24,-0.222,0.017,0.001
0.25,-0.235,0.016,0.002
0.26,-0.227,0.024,-0.0
0.27,-0.23,0.022,-0.003
0.28,-0.231,0.018,0.007
0.29,-0.231,0.019,-0.012
0.3,-0.23,0.015,0.004
0.31,-0.231,0.017,-0.004
0.32,-0.224,0.022,0.0
0.33,-0.228,0.02,0.006
0.34,-0.229,0.011,-0.004
0.35,-0.237,0.021,-0.003
0.36,-0.233,0.021,0.008
0.37,-0.227,0.019,0.001
0.38,-0.23,0.013,0.006
0.39,-0.231,0.021,0.001
0.4,-0.223,0.016,-0.009
0.41,-0.227,0.016,-0.005
0.42,-0.225,0.016,0.004
0.43,-0.228,0.019,0.006
0.44,-0.223,0.018,-0.001
0.45,-0.225,0.024,-0.001
0.46,-0.235,0.021,-0.011
0.47,-0.231,0.021,0.003
0.48,-0.234,0.021,-0.008
0.49,-0.228,0.02,0.007
0.5,-0.226,0.016,-0.0
0.51,-0.229,0.021,0.005
0.52,-0.231,0.012,0.004
0.53,-0.234,0.02,0.003
0.54,-0.233,0.017,0.002
0.55,-0.232,0.021,0.005
0.56,-0.228,0.023,-0.004
0.57,-0.231,0.017,-0.002
0.58,-0.225,0.015,0.003
0.59,-0.226,0.015,0.009
0.6,-0.228,0.02,-0.004
0.61,-0.231,0.017,0.004
0.62,-0.23,0.022,0.005
0.63,-0.23,0.018,0.0
0.64,-0.233,0.028,-0.005
0.65,-0.236,0.02,-0.003
0.66,-0.233,0.015,0.0
0.67,-0.235,0.02,0.008
0.68,-0.232,0.017,0.003
0.69,-0.232,0.014,-0.001
0.7,-0.23,0.015,-0.0
0.71,-0.237,0.022,-0.005
0.72,-0.227,0.019,0.008
0.73,-0.228,0.016,0.009
0.74,-0.226,0.016,-0.003
0.75,-0.23,0.016,0.002
0.76,-0.228,0.018,-0.0
0.77,-0.233,0.018,-0.0
