t,ax,ay,az
0.0,-0.109,1.063,0.161
0.01,0.003,0.534,0.025
0.02,-0.538,1.023,-0.213
0.03,-0.15,1.277,0.076
0.04,-0.196,1.125,0.181
0.05,-0.021,0.57,0.057
0.06,-0.474,0.865,-0.212
0.07,-0.119,1.703,0.075
0.08,-0.046,0.87,0.149
0.09,-0.139,0.809,-0.021
0.1,-0.419,0.316,-0.164
0.11,-0.187,2.0,0.062
0.12,-0.013,0.715,0.114
0.13,-0.164,0.793,-0.02
0.14,-0.382,0.578,-0.224
0.15,-0.139,1.742,0.132
0.16,-0.14,1.074,0.065
0.17,0.044,0.351,-0.011
0.18,-0.488,1.023,-0.185
0.19,-0.094,1.365,0.071
0.2,-0.158,1.315,0.101
0.21,-0.034,0.524,-0.052
0.22,-0.496,0.751,-0.141
0.23,-0.138,1.594,0.193
0.24,-0.075,0.898,0.084
0.25,-0.186,0.953,-0.089
0.26,-0.345,0.223,-0.129
0.27,-0.265,1.754,0.151
0.28,-0.12,0.832,0.091
0.29,-0.184,0.93,-0.102
0.3,-0.394,0.471,-0.169
0.31,-0.109,1.262,0.163
0.32,-0.226,1.249,-0.03
0.33,-0.076,0.483,-0.094
0.34,-0.46,0.987,-0.116
0.35,-0.025,0.984,0.154
0.36,-0.271,1.288,-0.003
0.37,-0.202,0.557,-0.059
0.38,-0.424,0.725,-0.1
0.39,-0.061,0.979,0.177
0.4,-0.206,1.03,0.053
0.41,-0.311,0.685,-0.134
0.42,-0.196,0.917,-0.031
0.43,-0.181,1.303,0.162
0.44,-0.105,0.616,0.037
0.45,-0.43,0.976,-0.122
0.46,-0.179,1.036,-0.016
0.47,-0.214,1.107,0.153
0.48,-0.114,0.862,-0.003
0.49,-0.396,0.617,-0.226
0.5,-0.231,1.556,-0.009
0.51,0.0,0.685,0.096
0.52,-0.238,1.191,0.046
0.53,-0.353,0.369,-0.228
0.54,-0.261,1.706,0.021
0.55,-0.039,0.808,0.091
0.56,-0.109,0.799,-0.028
0.57,-0.419,0.757,-0.213
0.58,-0.168,1.385,0.052
0.59,-0.155,1.209,0.177
0.6,0.016,0.401,0.026
0.61,-0.616,1.026,-0.154
0.62,-0.123,1.54,0.123
0.63,-0.171,1.005,0.124
0.64,-0.013,0.667,0.003
0.65,-0.505,0.652,-0.185
0.66,-0.133,1.975,0.105
0.67,-0.009,0.707,0.128
0.68,-0.135,0.902,-0.034
0.69,-0.319,0.305,-0.194
0.7,-0.207,1.942,0.103
0.71,0.007,0.856,-0.014
0.72,-0.068,0.688,-0.084
0.73,-0.417,0.775,-0.225
0.74,-0.005,1.54,0.1
0.75,-0.205,1.415,0.077
0.76,0.071,0.404,-0.07
0.77,-0.526,0.948,-0.175
0.78,0.017,1.339,0.197
0.79,-0.215,1.202,-0.011
0.8,-0.041,0.73,-0.094
0.81,-0.457,0.453,-0.162
0.82,-0.135,1.502,0.182
0.83,-0.186,0.757,0.035
0.84,-0.135,1.117,-0.067
0.85,-0.455,0.245,-0.124
0.86,-0.122,1.356,0.177
0.87,-0.256,0.984,-0.002
0.88,-0.19,0.681,-0.097
0.89,-0.407,0.812,-0.121
0.9,-0.008,0.942,0.178
0.91,-0.303,1.31,0.007
0.92,-0.174,0.303,-0.189
0.93,-0.408,1.085,-0.076
0.94,-0.038,0.897,0.136
0.95,-0.335,1.088,0.06
0.96,-0.227,0.63,-0.154
0.97,-0.306,0.949,0.014
0.98,-0.076,1.254,0.16
0.99,-0.142,0.659,0.005
1.0,-0.432,1.028,-0.17
1.01,-0.183,0.998,0.006
1.02,-0.162,1.162,0.116
1.03,-0.123,0.802,0.001
1.04,-0.393,0.726,-0.214
1.05,-0.168,1.646,0.055
1.06,-0.122,0.696,0.111
1.07,-0.165,1.033,0.022
1.08,-0.409,0.396,-0.218
