t,ax,ay,az
0.0,0.057,1.256,0.216
0.01,-0.359,1.367,0.113
0.02,0.049,0.471,-0.034
0.03,-0.539,0.822,-0.19
0.04,0.008,1.357,0.131
0.05,-0.232,1.057,0.091
0.06,-0.095,0.909,-0.065
0.07,-0.514,0.284,-0.155
0.08,-0.15,1.681,0.186
0.09,-0.136,0.862,0.127
0.1,-0.147,1.057,-0.035
0.11,-0.44,0.253,-0.128
0.12,-0.107,1.477,0.184
0.13,-0.151,1.137,0.051
0.14,-0.033,0.626,-0.083
0.15,-0.537,0.869,-0.137
0.16,0.031,1.1,0.188
0.17,-0.329,1.34,0.086
0.18,0.03,0.512,-0.098
0.19,-0.533,0.862,-0.135
0.2,-0.036,1.119,0.177
0.21,-0.197,1.199,0.089
0.22,-0.157,0.833,-0.127
0.23,-0.436,0.344,-0.1
0.24,-0.215,1.398,0.194
0.25,-0.099,0.859,0.072
0.26,-0.291,0.995,-0.07
0.27,-0.391,0.347,-0.126
0.28,-0.173,1.258,0.165
0.29,-0.147,1.068,-0.014
0.3,-0.085,0.606,-0.123
0.31,-0.462,0.881,-0.161
0.32,0.115,0.924,0.138
0.33,-0.266,1.405,0.015
0.34,-0.162,0.304,-0.114
0.35,-0.463,1.025,-0.111
0.36,-0.073,0.973,0.144
0.37,-0.198,1.136,0.054
0.38,-0.3,0.662,-0.162
0.39,-0.309,0.59,-0.05
0.4,-0.19,1.292,0.114
0.41,-0.102,0.746,0.033
0.42,-0.324,0.925,-0.124
0.43,-0.412,0.594,-0.038
0.44,-0.154,1.192,0.152
0.45,-0.169,0.804,0.051
0.46,-0.442,0.751,-0.146
0.47,-0.252,1.198,-0.045
0.48,-0.074,0.9,0.157
0.49,-0.246,1.14,0.024
0.5,-0.312,0.414,-0.19
0.51,-0.309,1.673,-0.043
0.52,-0.021,0.693,0.103
0.53,-0.25,1.177,0.005
0.54,-0.278,0.508,-0.186
0.55,-0.331,1.475,-0.019
0.56,-0.066,0.963,0.123
0.57,-0.107,0.752,0.032
0.58,-0.412,1.0,-0.189
0.59,-0.241,1.167,0.021
0.6,-0.18,1.163,0.188
0.61,-0.079,0.644,0.041
0.62,-0.497,0.94,-0.179
0.63,-0.259,1.377,0.034
0.64,-0.159,0.825,0.15
0.65,-0.146,1.044,0.002
0.66,-0.327,0.394,-0.235
0.67,-0.282,2.0,0.013
0.68,0.001,0.695,0.164
0.69,-0.214,0.98,0.035
0.7,-0.376,0.42,-0.222
0.71,-0.278,1.886,0.078
0.72,-0.181,0.785,0.124
0.73,-0.033,0.643,0.016
0.74,-0.45,0.682,-0.209
