t,ax,ay,az
0.0,-0.358,0.278,-0.133
0.01,-0.105,1.475,0.179
0.02,-0.282,1.184,0.004
0.03,-0.06,0.518,-0.079
0.04,-0.481,0.878,-0.099
0.05,0.001,0.903,0.254
0.06,-0.35,1.335,0.02
0.07,-0.135,0.495,-0.148
0.08,-0.46,0.872,-0.074
0.09,0.005,1.02,0.195
0.1,-0.261,1.045,0.006
0.11,-0.207,0.903,-0.135
0.12,-0.4,0.482,-0.066
0.13,-0.061,1.249,0.182
0.14,-0.197,0.828,0.017
0.15,-0.331,0.954,-0.146
0.16,-0.271,0.93,0.01
0.17,-0.087,1.048,0.193
0.18,-0.232,0.896,0.012
0.19,-0.276,0.719,-0.147
0.2,-0.35,1.407,-0.088
0.21,0.046,0.657,0.146
0.22,-0.251,1.281,-0.027
0.23,-0.277,0.406,-0.206
0.24,-0.249,1.753,-0.059
0.25,-0.002,0.75,0.142
0.26,-0.216,0.882,-0.019
0.27,-0.37,0.895,-0.146
0.28,-0.288,1.406,0.04
0.29,-0.1,1.12,0.219
0.3,-0.136,0.489,0.021
0.31,-0.486,1.039,-0.211
0.32,-0.217,1.508,0.054
0.33,-0.145,0.862,0.111
0.34,-0.113,0.753,0.062
0.35,-0.504,0.824,-0.203
0.36,-0.104,1.697,0.127
0.37,-0.062,0.792,0.104
0.38,-0.115,0.864,0.009
0.39,-0.319,0.255,-0.22
0.4,-0.129,2.0,0.091
0.41,-0.068,0.606,0.11
0.42,-0.08,0.973,-0.047
0.43,-0.493,0.315,-0.13
0.44,-0.137,1.962,0.222
0.45,-0.129,0.746,0.114
0.46,-0.031,0.7,0.002
0.47,-0.526,0.791,-0.218
0.48,-0.052,1.539,0.115
0.49,-0.244,1.214,0.065
0.5,0.034,0.437,-0.029
0.51,-0.537,0.942,-0.136
0.52,-0.049,1.435,0.151
0.53,-0.23,1.218,0.058
0.54,-0.051,0.616,-0.083
0.55,-0.367,0.484,-0.169
0.56,-0.048,1.866,0.076
0.57,-0.069,0.729,-0.0
0.58,-0.15,1.021,-0.052
0.59,-0.426,0.208,-0.139
0.6,-0.185,1.552,0.185
0.61,-0.205,0.94,0.037
0.62,-0.184,0.691,-0.077
0.63,-0.385,0.667,-0.162
0.64,-0.086,1.125,0.213
0.65,-0.242,1.316,0.062
0.66,-0.167,0.436,-0.13
0.67,-0.478,0.903,-0.093
0.68,-0.107,1.061,0.261
0.69,-0.328,1.362,0.023
0.7,-0.153,0.527,-0.083
0.71,-0.386,0.754,-0.063
0.72,-0.055,1.242,0.166
0.73,-0.19,0.739,0.007
0.74,-0.373,1.148,-0.136
0.75,-0.319,0.333,-0.082
0.76,-0.071,1.262,0.169
0.77,-0.006,0.93,0.15
0.78,-0.235,0.903,0.039
