t,ax,ay,az
0.0,-0.116,0.777,0.13
0.01,-0.125,0.954,-0.113
0.02,-0.395,0.338,-0.167
0.03,-0.124,1.523,0.163
0.04,-0.17,1.114,0.044
0.05,-0.105,0.543,-0.13
0.06,-0.474,0.889,-0.16
0.07,-0.043,1.052,0.207
0.08,-0.27,1.282,0.081
0.09,-0.092,0.456,-0.098
0.1,-0.456,0.811,-0.124
0.11,-0.079,1.116,0.179
0.12,-0.225,1.062,0.002
0.13,-0.263,0.794,-0.12
0.14,-0.397,0.334,-0.138
0.15,-0.138,1.388,0.154
0.16,-0.202,0.725,0.055
0.17,-0.386,0.985,-0.107
0.18,-0.418,0.416,-0.093
0.19,-0.169,1.141,0.164
0.2,-0.256,1.095,0.023
0.21,-0.241,0.506,-0.127
0.22,-0.442,1.238,-0.043
0.23,0.043,0.799,0.163
0.24,-0.253,1.364,0.071
0.25,-0.236,0.298,-0.178
0.26,-0.2,1.482,-0.086
0.27,-0.03,0.897,0.128
0.28,-0.12,0.92,-0.01
0.29,-0.342,0.829,-0.23
0.3,-0.199,1.161,-0.038
0.31,-0.166,1.197,0.11
0.32,-0.099,0.634,-0.006
0.33,-0.425,0.998,-0.154
0.34,-0.174,1.354,-0.007
0.35,-0.215,0.966,0.148
0.36,-0.089,0.897,0.028
0.37,-0.485,0.61,-0.127
0.38,-0.257,1.908,0.103
0.39,-0.155,0.696,0.136
0.4,-0.19,1.081,0.039
0.41,-0.295,0.373,-0.206
0.42,-0.278,1.934,0.118
0.43,-0.128,0.731,0.164
0.44,-0.047,0.789,0.025
0.45,-0.42,0.735,-0.226
0.46,-0.029,1.635,0.1
0.47,-0.157,1.11,0.116
0.48,0.08,0.387,-0.014
0.49,-0.457,1.029,-0.209
0.5,0.0,1.537,0.102
0.51,-0.125,1.139,0.128
0.52,0.018,0.423,-0.019
0.53,-0.476,0.856,-0.16
0.54,-0.074,1.643,0.15
0.55,-0.16,0.99,0.119
0.56,-0.115,0.851,-0.084
0.57,-0.322,0.306,-0.113
0.58,-0.173,1.908,0.166
0.59,-0.137,0.724,0.132
0.6,-0.135,0.922,-0.094
0.61,-0.395,0.301,-0.21
0.62,-0.13,1.529,0.213
0.63,-0.354,1.1,0.111
0.64,-0.068,0.601,-0.077
0.65,-0.531,0.789,-0.21
0.66,0.056,1.113,0.208
0.67,-0.309,1.434,0.053
0.68,-0.071,0.37,-0.157
0.69,-0.43,0.844,-0.204
0.7,0.029,1.207,0.125
0.71,-0.253,1.013,-0.003
0.72,-0.093,0.888,-0.126
0.73,-0.53,0.241,-0.152
0.74,-0.165,1.416,0.24
0.75,-0.143,0.792,-0.007
0.76,-0.31,0.953,-0.149
0.77,-0.444,0.373,-0.102
0.78,-0.07,1.231,0.223
0.79,-0.167,1.124,0.013
0.8,-0.208,0.413,-0.139
0.81,-0.367,1.289,-0.096
0.82,-0.04,0.904,0.25
0.83,-0.364,1.246,0.14
0.84,-0.203,0.393,-0.21
0.85,-0.495,1.063,-0.021
0.86,-0.062,0.993,0.144
0.87,-0.154,1.042,0.002
0.88,-0.33,0.775,-0.197
0.89,-0.247,0.78,-0.064
0.9,-0.119,1.259,0.129
0.91,-0.147,0.704,-0.001
0.92,-0.358,0.894,-0.122
0.93,-0.202,1.309,-0.113
0.94,-0.008,1.088,0.21
0.95,-0.116,0.832,-0.009
0.96,-0.448,0.696,-0.186
0.97,-0.298,1.775,0.06
0.98,-0.141,0.67,0.178
0.99,-0.308,1.176,0.077
1.0,-0.282,0.375,-0.194
1.01,-0.342,1.82,0.12
1.02,-0.034,0.872,0.161
1.03,-0.149,0.756,0.089
1.04,-0.317,0.821,-0.194
1.05,-0.291,1.447,0.091
1.06,-0.12,1.117,0.221
1.07,0.037,0.485,0.027
1.08,-0.499,1.05,-0.176
1.09,-0.094,1.524,0.161
1.1,-0.257,1.03,0.141
1.11,-0.029,0.653,0.027
1.12,-0.391,0.662,-0.188
1.13,-0.164,1.88,0.126
1.14,-0.043,0.597,0.17
1.15,-0.086,0.996,-0.02
1.16,-0.318,0.333,-0.192
1.17,-0.15,1.951,0.03
1.18,-0.041,0.795,0.097
1.19,-0.101,0.653,-0.053
1.2,-0.419,0.702,-0.232
1.21,0.004,1.618,0.161
1.22,-0.187,1.13,0.075
1.23,0.036,0.34,-0.029
1.24,-0.494,1.073,-0.232
1.25,-0.022,1.413,0.111
1.26,-0.255,1.176,0.105
1.27,-0.017,0.567,-0.026
1.28,-0.467,0.625,-0.154
1.29,-0.2,1.712,0.176
1.3,-0.108,0.729,0.096
1.31,-0.177,0.97,-0.065
1.32,-0.385,0.271,-0.18
1.33,-0.202,1.659,0.231
1.34,-0.12,0.765,0.093
1.35,-0.271,0.99,-0.096
1.36,-0.333,0.299,-0.156
1.37,-0.145,1.348,0.154
1.38,-0.156,1.082,0.011
1.39,-0.094,0.51,-0.187
1.4,-0.423,0.819,-0.221
1.41,0.103,0.959,0.148
1.42,-0.218,1.317,0.0
1.43,-0.145,0.401,-0.161
1.44,-0.483,0.842,-0.175
1.45,-0.103,1.053,0.171
1.46,-0.133,1.035,0.043
1.47,-0.318,0.717,-0.151
1.48,-0.371,0.442,-0.112
1.49,-0.135,1.355,0.093
1.5,-0.138,0.69,0.064
1.51,-0.324,0.985,-0.101
1.52,-0.427,0.42,-0.144
1.53,-0.074,1.272,0.11
1.54,-0.138,1.008,0.008
1.55,-0.231,0.581,-0.134
1.56,-0.476,0.909,-0.082
1.57,-0.035,0.848,0.18
1.58,-0.309,1.408,0.014
1.59,-0.105,0.232,-0.094
1.6,-0.363,1.394,-0.037
1.61,-0.014,0.961,0.169
1.62,-0.215,0.969,0.056
1.63,-0.344,0.876,-0.202
1.64,-0.288,0.718,-0.053
1.65,-0.226,1.275,0.153
1.66,-0.092,0.685,0.055
1.67,-0.412,0.968,-0.14
1.68,-0.143,1.054,-0.107
1.69,-0.248,0.973,-0.169
1.7,-0.443,0.271,-0.117
1.71,-0.232,1.414,0.19
1.72,-0.195,0.827,0.064
1.73,-0.235,0.774,-0.1
1.74,-0.458,0.617,-0.119
1.75,-0.026,1.061,0.163
1.76,-0.289,1.161,0.0
1.77,-0.162,0.442,-0.103
1.78,-0.552,1.083,-0.066
1.79,-0.015,0.913,0.201
1.8,-0.237,1.229,0.064
1.81,-0.232,0.456,-0.098
1.82,-0.486,0.812,-0.07
1.83,-0.124,1.047,0.163
1.84,-0.198,0.994,0.018
1.85,-0.271,0.727,-0.121
1.86,-0.269,0.886,-0.058
1.87,-0.12,1.286,0.199
1.88,-0.103,0.668,0.065
1.89,-0.311,0.981,-0.153
1.9,-0.342,0.877,-0.087
1.91,-0.162,1.084,0.143
1.92,-0.214,1.179,0.03
1.93,-0.348,0.415,-0.132
1.94,-0.377,1.318,-0.009
1.95,-0.037,0.745,0.124
1.96,-0.29,1.36,0.043
1.97,-0.16,0.316,-0.155
1.98,-0.219,1.599,-0.081
1.99,0.074,0.947,0.154
2.0,-0.065,0.645,0.009
2.01,-0.409,1.085,-0.202
2.02,-0.198,1.05,-0.034
2.03,-0.246,1.224,0.168
2.04,-0.196,0.691,0.017
2.05,-0.407,0.944,-0.188
