t,ax,ay,az
0.0,-0.184,0.693,0.026
0.01,-0.34,0.542,-0.19
0.02,-0.285,1.853,0.028
0.03,0.004,0.802,0.176
0.04,-0.138,0.918,0.001
0.05,-0.389,0.268,-0.176
0.06,-0.381,2.0,0.014
0.07,-0.171,0.622,0.088
0.08,-0.13,0.952,0.046
0.09,-0.463,0.42,-0.278
0.1,-0.153,1.737,0.018
0.11,-0.173,0.969,0.027
0.12,-0.015,0.505,0.06
0.13,-0.41,0.87,-0.253
0.14,-0.024,1.5,0.032
0.15,-0.006,1.289,0.073
0.16,0.034,0.512,0.042
0.17,-0.437,0.68,-0.211
0.18,-0.091,1.99,0.065
0.19,-0.156,0.701,0.152
0.2,-0.031,1.01,-0.007
0.21,-0.444,0.244,-0.202
0.22,-0.176,2.0,0.126
0.23,-0.126,0.613,0.12
0.24,-0.067,0.912,0.035
0.25,-0.466,0.45,-0.183
0.26,-0.178,1.639,0.051
0.27,-0.15,1.086,0.076
0.28,0.066,0.572,-0.035
0.29,-0.51,0.915,-0.185
0.3,0.075,1.571,0.136
0.31,-0.268,1.119,0.084
0.32,0.084,0.606,-0.053
0.33,-0.466,0.802,-0.25
0.34,-0.03,1.634,0.169
0.35,-0.205,0.879,0.06
0.36,0.018,0.908,-0.017
0.37,-0.318,0.322,-0.194
0.38,-0.223,1.597,0.098
0.39,-0.172,0.702,0.054
0.4,-0.168,1.017,-0.034
0.41,-0.326,0.436,-0.136
0.42,-0.01,1.783,0.231
0.43,-0.11,0.792,0.081
0.44,-0.108,0.865,-0.086
0.45,-0.397,0.704,-0.147
0.46,-0.04,1.283,0.187
0.47,-0.364,1.48,0.072
0.48,0.073,0.383,-0.09
0.49,-0.476,0.987,-0.119
0.5,0.055,0.939,0.152
0.51,-0.348,1.154,0.037
0.52,-0.145,0.807,-0.145
0.53,-0.421,0.567,-0.104
0.54,-0.095,1.459,0.241
0.55,-0.153,0.952,0.104
0.56,-0.221,0.97,-0.117
0.57,-0.339,0.36,-0.098
0.58,-0.221,1.333,0.178
0.59,-0.358,0.904,0.052
0.6,-0.2,0.768,-0.075
0.61,-0.311,1.072,0.023
0.62,0.008,0.682,-0.053
0.63,-0.424,0.808,-0.135
0.64,0.005,1.13,0.24
0.65,-0.301,1.387,0.065
0.66,0.049,0.55,-0.091
0.67,-0.402,0.937,-0.141
0.68,0.123,1.387,0.204
0.69,-0.24,1.217,0.031
0.7,-0.027,0.728,-0.135
0.71,-0.393,0.467,-0.14
0.72,-0.101,1.367,0.097
0.73,-0.25,0.793,0.05
0.74,-0.186,1.054,-0.121
0.75,-0.323,0.363,-0.092
0.76,-0.148,1.243,0.158
0.77,-0.228,0.92,0.024
0.78,-0.273,0.732,-0.183
0.79,-0.346,0.786,-0.084
0.8,-0.057,0.982,0.259
0.81,-0.332,1.531,0.028
0.82,-0.029,0.314,-0.089
0.83,-0.492,1.1,-0.037
0.84,0.041,0.822,0.233
0.85,-0.351,1.243,0.037
0.86,-0.31,0.644,-0.102
0.87,-0.337,0.674,-0.035
0.88,-0.098,1.195,0.174
0.89,-0.124,0.77,0.034
0.9,-0.399,0.949,-0.152
0.91,-0.252,0.491,-0.008
0.92,-0.14,1.144,0.149
0.93,-0.234,0.905,-0.008
0.94,-0.308,0.647,-0.082
0.95,-0.222,1.611,-0.154
