t,ax,ay,az
0.0,-0.355,0.662,-0.057
0.01,-0.41,1.029,-0.053
0.02,0.008,0.823,0.258
0.03,-0.326,1.258,0.025
0.04,-0.306,0.363,-0.119
0.05,-0.431,1.038,-0.078
0.06,0.048,0.895,0.195
0.07,-0.224,1.085,0.016
0.08,-0.373,0.622,-0.148
0.09,-0.22,0.901,-0.055
0.1,-0.042,1.281,0.17
0.11,-0.1,0.573,0.053
0.12,-0.417,0.941,-0.151
0.13,-0.258,0.931,-0.124
0.14,0.018,1.068,0.107
0.15,-0.147,0.811,0.002
0.16,-0.352,0.57,-0.202
0.17,-0.358,1.371,-0.055
0.18,0.001,0.661,0.147
0.19,-0.282,1.264,-0.004
0.2,-0.31,0.225,-0.163
0.21,-0.335,1.716,0.008
0.22,0.02,0.779,0.188
0.23,-0.212,0.853,0.038
0.24,-0.362,0.702,-0.188
0.25,-0.279,1.51,-0.035
0.26,-0.076,1.084,0.152
0.27,-0.113,0.562,0.049
0.28,-0.473,1.0,-0.235
0.29,-0.324,1.267,0.053
0.3,-0.083,0.855,0.154
0.31,-0.165,0.875,0.012
0.32,-0.412,0.518,-0.139
0.33,-0.371,1.97,0.081
0.34,-0.026,0.656,0.14
0.35,-0.115,1.001,0.024
0.36,-0.353,0.343,-0.204
0.37,-0.307,2.0,0.044
0.38,0.019,0.799,0.133
0.39,-0.03,0.796,0.037
0.4,-0.436,0.674,-0.263
0.41,-0.11,1.841,0.064
0.42,-0.181,1.067,0.046
0.43,0.127,0.5,-0.003
0.44,-0.496,0.893,-0.224
0.45,0.015,1.406,0.138
0.46,-0.269,1.309,0.069
0.47,0.105,0.493,-0.017
0.48,-0.437,0.842,-0.192
0.49,-0.023,1.544,0.125
0.5,-0.233,0.801,0.066
0.51,-0.054,1.073,-0.061
0.52,-0.358,0.284,-0.124
0.53,-0.267,0.5,-0.127
0.54,-0.338,1.096,-0.07
0.55,0.036,0.781,0.126
0.56,-0.333,1.215,-0.015
0.57,-0.275,0.249,-0.146
0.58,-0.252,1.978,-0.115
0.59,0.12,0.744,0.19
0.6,-0.133,0.92,0.086
0.61,-0.477,0.68,-0.195
0.62,-0.2,1.57,-0.038
0.63,-0.141,0.938,0.174
