t,ax,ay,az
0.0,-0.095,0.669,0.059
0.01,-0.427,1.038,-0.159
0.02,-0.135,1.175,-0.047
0.03,-0.087,0.888,0.055
0.04,-0.132,0.973,0.164
0.05,-0.252,0.707,-0.083
0.06,-0.372,1.262,-0.183
0.07,-0.083,0.868,0.08
0.08,-0.133,1.122,0.151
0.09,-0.126,0.734,0.034
0.1,-0.461,1.03,-0.134
0.11,-0.149,1.14,-0.018
0.12,-0.115,0.807,0.109
0.13,-0.204,1.027,0.119
0.14,-0.227,0.773,-0.124
0.15,-0.345,1.241,-0.154
0.16,-0.102,0.907,0.102
0.17,-0.091,0.976,0.143
0.18,-0.202,0.81,-0.012
0.19,-0.442,1.038,-0.115
0.2,-0.07,1.181,-0.075
0.21,-0.176,0.709,0.102
0.22,-0.119,1.099,0.126
0.23,-0.304,0.806,-0.194
0.24,-0.379,1.218,-0.076
0.25,-0.004,0.962,0.09
0.26,-0.164,0.876,0.141
0.27,-0.283,0.907,0.009
0.28,-0.252,1.002,-0.197
0.29,-0.146,1.182,0.019
0.3,-0.226,0.703,0.198
0.31,-0.136,1.038,0.077
0.32,-0.363,0.846,-0.246
0.33,-0.144,1.184,-0.082
0.34,-0.052,0.878,0.039
0.35,-0.194,0.837,0.187
0.36,-0.24,1.048,-0.06
0.37,-0.284,0.902,-0.174
0.38,-0.172,1.244,0.098
0.39,-0.079,0.741,0.162
0.4,-0.258,1.007,-0.006
0.41,-0.356,0.886,-0.152
0.42,-0.141,1.196,-0.069
0.43,-0.088,0.846,0.075
0.44,-0.124,0.824,0.168
0.45,-0.347,1.132,-0.169
0.46,-0.28,0.822,-0.138
0.47,-0.041,1.319,0.091
0.48,-0.082,0.635,0.108
0.49,-0.31,1.005,-0.016
0.5,-0.243,0.993,-0.202
0.51,-0.136,1.061,-0.026
0.52,-0.19,0.9,0.143
0.53,-0.045,0.764,0.094
0.54,-0.502,1.16,-0.22
0.55,-0.203,0.795,-0.06
0.56,-0.037,1.306,0.072
0.57,-0.149,0.634,0.137
