t,ax,ay,az
0.0,-0.277,0.183,0.013
0.01,-0.235,0.124,-0.024
0.02,-0.217,0.146,-0.077
0.03,-0.189,0.042,-0.042
0.04,-0.183,-0.119,0.029
0.05,-0.109,0.068,0.038
0.06,-0.189,0.042,0.134
0.07,-0.196,0.054,0.111
0.08,-0.243,0.067,0.114
0.09,-0.351,-0.113,0.08
0.1,-0.32,-0.113,-0.025
0.11,-0.368,-0.039,0.025
0.12,-0.306,-0.006,0.01
0.13,-0.214,0.253,-0.036
0.14,-0.264,0.176,0.011
0.15,-0.195,0.107,0.004
0.16,-0.0,-0.0,-0.831
0.17,-0.259,0.159,0.136
0.18,-0.229,0.145,-0.022
0.19,-0.237,0.143,-0.147
0.2,-0.263,0.099,-0.095
0.21,-0.382,-0.147,0.034
0.22,-0.284,0.079,-0.014
0.23,-0.213,0.121,0.046
0.24,-0.119,0.183,0.066
0.25,-0.125,0.25,0.083
0.26,-0.275,-0.057,0.137
0.27,-0.256,-0.292,0.096
0.28,-0.329,-0.224,0.063
0.29,-0.301,-0.223,0.094
0.3,-0.219,-0.031,-0.843
0.31,-0.253,0.278,0.039
0.32,-0.16,0.209,-0.034
0.33,-0.275,0.155,-0.0
0.34,-0.3,0.027,0.044
0.35,-0.187,-0.1,0.001
0.36,-0.27,0.095,0.041
0.37,-0.215,0.15,-0.014
0.38,-0.227,0.042,0.032
0.39,-0.184,0.082,0.06
0.4,-0.156,-0.269,0.093
0.41,-0.224,-0.328,0.155
0.42,-0.225,-0.124,0.155
0.43,-0.235,0.004,0.125
0.44,-0.311,0.216,0.037
0.45,-0.255,0.323,-0.101
0.46,-0.245,0.138,-0.088
0.47,-0.269,0.117,-0.09
0.48,-0.262,-0.083,-0.008
0.49,-0.251,-0.161,0.066
0.5,-0.162,-0.026,0.095
0.51,-0.171,-0.019,0.183
0.52,-0.129,-0.031,-0.843
0.53,-0.195,0.043,0.093
0.54,-0.3,-0.093,0.058
0.55,-0.307,-0.002,-0.021
0.56,-0.396,0.138,0.028
0.57,-0.324,0.146,0.007
0.58,-0.211,0.215,-0.106
0.59,-0.271,0.11,-0.026
0.6,-0.265,-0.038,0.048
0.61,-0.177,-0.023,0.095
0.62,-0.12,-0.1,0.098
0.63,-0.0,-0.0,-0.822
0.64,-0.332,0.062,-0.118
0.65,-0.376,-0.014,-0.061
0.66,-0.414,-0.129,-0.001
0.67,-0.284,0.074,0.007
0.68,-0.245,0.117,0.05
0.69,-0.051,0.179,0.061
0.7,-0.037,0.155,0.099
0.71,-0.175,-0.129,0.175
0.72,-0.159,-0.226,0.121
0.73,-0.257,-0.121,0.087
0.74,-0.266,-0.107,0.065
0.75,-0.307,0.135,0.033
0.76,-0.341,0.192,0.041
0.77,-0.381,0.099,-0.031
0.78,-0.366,0.041,-0.024
0.79,-0.273,-0.108,-0.031
0.8,-0.19,-0.0,-0.834
0.81,-0.093,0.121,0.071
0.82,-0.045,0.071,0.094
0.83,-0.126,0.054,0.072
0.84,-0.105,-0.163,0.093
0.85,-0.256,-0.19,0.245
0.86,-0.329,-0.063,0.162
0.87,-0.34,0.005,0.047
0.88,-0.425,0.059,-0.072
0.89,-0.325,0.276,-0.123
0.9,-0.336,0.173,-0.006
0.91,-0.195,-0.065,0.011
0.92,-0.077,-0.028,-0.023
0.93,-0.097,-0.131,0.091
0.94,-0.071,0.058,0.128
0.95,-0.166,0.134,0.221
0.96,-0.239,0.04,0.187
0.97,-0.262,0.061,0.033
0.98,-0.427,-0.121,-0.031
0.99,-0.422,-0.121,-0.081
1.0,-0.362,0.093,0.009
1.01,-0.309,0.098,0.04
1.02,-0.199,0.194,-0.055
1.03,-0.218,0.131,-0.02
1.04,-0.134,0.082,0.025
1.05,-0.067,0.03,0.08
1.06,-0.142,-0.088,0.119
1.07,-0.131,-0.112,0.126
1.08,-0.223,-0.001,0.115
1.09,-0.292,-0.008,0.153
1.1,-0.38,0.01,0.068
1.11,-0.31,-0.068,-0.035
1.12,-0.318,-0.11,-0.059
1.13,-0.363,-0.017,0.022
1.14,-0.287,0.229,0.06
1.15,-0.271,0.302,0.042
1.16,-0.159,0.286,-0.085
1.17,-0.02,0.092,-0.187
1.18,-0.039,-0.279,-0.029
1.19,-0.093,-0.328,0.141
1.2,-0.297,-0.172,0.395
1.21,-0.355,-0.054,0.359
1.22,-0.242,0.163,0.042
1.23,-0.359,0.141,-0.106
1.24,-0.277,-0.025,-0.164
1.25,-0.271,-0.009,-0.124
1.26,-0.384,-0.076,0.028
1.27,-0.252,0.076,-0.024
1.28,-0.135,0.257,0.025
1.29,-0.127,0.234,0.091
1.3,-0.082,0.25,-0.847
1.31,-0.175,-0.101,0.118
1.32,-0.24,-0.34,0.096
1.33,-0.366,-0.221,0.087
1.34,-0.319,-0.2,0.102
1.35,-0.265,-0.005,0.039
1.36,-0.261,0.3,-0.007
1.37,-0.193,0.175,-0.025
1.38,-0.321,0.09,0.003
1.39,-0.336,0.083,-0.021
1.4,-0.184,-0.09,-0.002
1.41,-0.203,0.092,0.033
1.42,-0.255,0.142,0.057
1.43,-0.125,0.008,0.077
1.44,-0.125,-0.036,0.023
1.45,-0.217,-0.229,0.085
1.46,-0.223,-0.281,-0.845
1.47,-0.184,-0.035,0.112
1.48,-0.336,0.083,0.102
1.49,-0.329,0.209,-0.012
1.5,-0.231,0.334,-0.078
1.51,-0.302,0.084,-0.003
1.52,-0.0,-0.0,-0.823
1.53,-0.129,0.093,0.115
1.54,-0.267,-0.013,0.134
1.55,-0.26,0.086,0.067
1.56,-0.257,-0.019,-0.033
1.57,-0.314,-0.08,0.008
1.58,-0.358,0.137,0.053
1.59,-0.365,0.271,0.066
1.6,-0.309,0.239,0.04
1.61,-0.104,0.211,-0.171
1.62,-0.106,-0.059,-0.12
1.63,-0.149,-0.497,0.084
1.64,-0.08,-0.253,0.237
1.65,-0.266,-0.121,0.356
1.66,-0.239,0.069,0.241
1.67,-0.224,0.313,0.009
1.68,-0.265,0.136,-0.086
1.69,-0.285,-0.016,-0.109
1.7,-0.392,-0.115,-0.048
1.71,-0.327,-0.046,0.027
1.72,-0.227,0.094,0.012
1.73,-0.292,0.251,0.042
1.74,-0.151,0.086,0.009
1.75,-0.127,0.012,0.06
1.76,-0.153,-0.179,0.135
1.77,-0.223,-0.285,0.121
1.78,-0.241,-0.093,0.086
1.79,-0.0,-0.0,-0.828
1.8,-0.264,-0.131,0.035
1.81,-0.188,-0.026,0.019
1.82,-0.109,-0.091,0.055
1.83,-0.067,-0.012,0.146
1.84,-0.111,0.18,0.161
1.85,-0.208,0.049,0.181
1.86,-0.227,-0.03,0.045
1.87,-0.387,-0.016,-0.033
1.88,-0.426,-0.086,-0.003
1.89,-0.389,0.042,0.015
1.9,-0.345,0.164,-0.018
1.91,-0.25,0.098,-0.01
1.92,-0.194,0.152,-0.022
1.93,-0.164,0.064,0.029
1.94,-0.052,-0.093,0.054
1.95,-0.035,-0.061,0.069
1.96,-0.154,-0.075,0.123
1.97,-0.188,-0.025,0.138
1.98,-0.337,0.123,0.142
1.99,-0.363,0.023,0.048
2.0,-0.264,-0.019,-0.067
2.01,-0.361,-0.082,-0.092
2.02,-0.385,-0.069,0.031
2.03,-0.29,0.128,0.057
2.04,-0.199,0.302,0.054
2.05,-0.132,0.155,-0.024
2.06,-0.033,0.149,-0.109
2.07,-0.061,-0.244,-0.013
2.08,-0.124,-0.427,0.112
2.09,-0.26,-0.132,0.276
2.1,-0.369,-0.039,0.335
2.11,-0.337,0.2,0.106
2.12,-0.316,0.295,-0.132
2.13,-0.304,0.029,-0.181
2.14,-0.33,-0.074,-0.128
2.15,-0.351,-0.054,-0.003
2.16,-0.159,-0.069,0.038
2.17,-0.118,0.185,0.022
2.18,-0.078,0.275,0.042
2.19,-0.078,0.135,0.078
2.2,-0.187,-0.0,0.106
2.21,-0.231,-0.254,0.097
2.22,-0.358,-0.277,0.053
2.23,-0.376,-0.092,0.056
2.24,-0.372,0.006,0.058
2.25,-0.326,0.265,0.009
2.26,-0.297,0.238,-0.02
2.27,-0.24,-0.098,-0.018
2.28,-0.128,0.035,-0.111
2.29,-0.146,-0.081,-0.006
2.3,-0.179,0.012,0.113
2.31,-0.144,0.195,0.062
2.32,-0.148,0.172,0.065
2.33,-0.161,-0.055,0.058
2.34,-0.297,-0.146,0.068
2.35,-0.433,-0.25,-0.857
2.36,-0.333,-0.217,0.056
2.37,-0.346,0.1,0.053
2.38,-0.29,0.147,0.034
2.39,-0.184,0.248,-0.065
2.4,-0.097,0.187,-0.075
2.41,-0.076,-0.112,0.007
2.42,-0.149,-0.031,-0.848
2.43,-0.176,-0.062,0.058
2.44,-0.192,0.029,0.118
2.45,-0.237,0.136,0.115
2.46,-0.387,0.046,0.075
2.47,-0.372,-0.088,0.058
2.48,-0.321,-0.109,-0.032
2.49,-0.378,-0.094,0.031
2.5,-0.232,0.052,0.008
2.51,-0.168,0.197,-0.022
2.52,-0.138,0.271,-0.009
2.53,-0.107,0.231,-0.019
2.54,-0.226,0.072,0.053
2.55,-0.143,-0.181,0.032
2.56,-0.211,-0.158,0.089
2.57,-0.0,-0.0,-0.83
2.58,-0.253,0.031,-0.127
2.59,-0.296,-0.078,-0.074
2.6,-0.267,0.053,-0.001
2.61,-0.281,0.052,0.091
2.62,-0.24,0.173,0.094
2.63,-0.083,0.282,0.032
2.64,-0.163,-0.102,0.124
2.65,-0.216,-0.12,0.094
2.66,-0.241,-0.382,0.089
2.67,-0.306,-0.185,0.118
2.68,-0.236,0.038,0.035
2.69,-0.317,0.158,0.074
2.7,-0.247,0.357,-0.016
2.71,-0.283,0.142,-0.052
2.72,-0.347,0.0,0.011
2.73,-0.155,-0.08,-0.09
2.74,-0.235,-0.028,0.039
2.75,-0.257,-0.005,0.113
2.76,-0.117,0.177,0.057
2.77,-0.132,0.034,0.083
2.78,-0.106,-0.192,0.013
2.79,-0.233,-0.177,0.115
2.8,-0.308,-0.178,0.198
2.81,-0.25,0.026,0.047
2.82,-0.437,0.188,0.048
2.83,-0.251,0.183,-0.074
2.84,-0.187,0.334,-0.116
2.85,-0.306,-0.061,-0.01
2.86,-0.225,-0.058,-0.025
2.87,-0.18,-0.148,0.012
