t,ax,ay,az
0.0,-0.303,0.009,-0.001
0.01,-0.34,0.076,-0.032
0.02,-0.213,0.002,-0.071
0.03,-0.266,0.081,-0.007
0.04,-0.251,0.062,-0.013
0.05,-0.26,0.146,-0.022
0.06,-0.218,0.123,0.0
0.07,-0.145,0.131,-0.043
0.08,-0.133,-0.047,-0.023
0.09,-0.162,-0.28,0.045
0.1,-0.208,-0.152,0.074
0.11,-0.272,-0.146,0.177
0.12,-0.308,0.062,0.094
0.13,-0.287,0.203,-0.01
0.14,-0.322,0.13,-0.102
0.15,-0.276,0.018,-0.134
0.16,-0.264,0.03,-0.132
0.17,-0.225,-0.045,-0.062
0.18,-0.178,0.021,0.041
0.19,-0.183,0.205,0.102
0.2,-0.171,0.046,0.131
0.21,-0.147,0.101,0.009
0.22,-0.254,-0.112,-0.003
0.23,-0.318,-0.292,0.007
0.24,-0.274,-0.104,-0.027
0.25,-0.338,-0.11,0.018
0.26,-0.28,0.099,-0.011
0.27,-0.183,0.307,-0.017
0.28,-0.286,0.199,0.047
0.29,-0.209,0.137,-0.071
0.3,-0.203,0.051,-0.096
0.31,-0.223,-0.144,-0.01
0.32,-0.158,-0.039,0.017
0.33,-0.282,0.062,0.093
0.34,-0.202,-0.179,0.035
0.35,-0.235,-0.009,-0.011
0.36,-0.226,-0.142,0.036
0.37,-0.242,-0.141,0.029
0.38,-0.329,0.109,0.044
0.39,-0.28,0.122,0.022
0.4,-0.198,0.194,-0.095
0.41,-0.271,0.22,-0.104
0.42,-0.17,0.039,-0.063
0.43,-0.212,-0.073,0.009
0.44,-0.261,-0.065,0.002
0.45,-0.223,-0.248,0.081
0.46,-0.196,-0.022,0.104
0.47,-0.184,0.068,0.081
0.48,-0.26,0.044,0.025
0.49,-0.275,0.08,-0.065
0.5,-0.327,0.002,-0.064
0.51,-0.309,0.108,-0.078
0.52,-0.258,0.177,-0.07
0.53,-0.273,0.085,-0.045
0.54,-0.205,0.116,-0.026
0.55,-0.249,0.053,0.038
0.56,-0.187,-0.186,0.054
0.57,-0.135,-0.073,0.022
0.58,-0.104,-0.203,0.078
0.59,-0.185,-0.044,0.096
0.6,-0.262,0.113,0.069
0.61,-0.283,0.067,0.02
0.62,-0.281,0.04,-0.079
0.63,-0.351,0.066,-0.092
0.64,-0.32,0.031,-0.041
0.65,-0.34,0.083,-0.016
0.66,-0.363,0.174,-0.057
0.67,-0.175,0.04,-0.027
0.68,-0.084,0.029,-0.058
0.69,-0.079,-0.124,0.01
0.7,-0.036,-0.323,0.044
0.71,-0.152,-0.132,0.165
0.72,-0.253,0.043,0.194
0.73,-0.297,0.1,0.095
0.74,-0.312,0.28,-0.055
0.75,-0.33,0.086,-0.15
