t,ax,ay,az
0.0,-0.212,0.139,-0.049
0.01,-0.212,0.196,-0.049
0.02,-0.187,-0.012,-0.008
0.03,-0.108,-0.148,-0.025
0.04,-0.074,0.036,-0.001
0.05,-0.145,0.055,0.158
0.06,-0.21,0.094,-0.867
0.07,-0.316,0.062,0.083
0.08,-0.41,-0.169,-0.011
0.09,-0.357,-0.121,-0.051
0.1,-0.404,-0.035,-0.007
0.11,-0.303,0.038,0.034
0.12,-0.166,0.235,-0.086
0.13,-0.134,0.231,-0.087
0.14,-0.16,0.137,-0.004
0.15,-0.141,0.095,0.054
0.16,-0.153,-0.053,0.054
0.17,-0.216,-0.2,0.091
0.18,-0.247,-0.061,0.078
0.19,-0.283,-0.021,0.116
0.2,-0.338,0.026,0.107
0.21,-0.298,0.02,-0.042
0.22,-0.184,-0.121,-0.105
0.23,-0.0,-0.0,-0.845
0.24,-0.087,0.208,0.046
0.25,-0.188,-0.13,0.133
0.26,-0.212,-0.243,0.069
0.27,-0.286,-0.199,0.09
0.28,-0.244,-0.225,0.088
0.29,-0.174,0.062,-0.038
0.3,-0.304,0.194,-0.006
0.31,-0.244,0.16,-0.005
0.32,-0.329,0.196,-0.004
0.33,-0.321,0.039,-0.039
0.34,-0.218,-0.044,-0.058
0.35,-0.261,0.086,0.041
0.36,-0.141,0.171,0.077
0.37,-0.161,0.044,0.05
0.38,-0.16,-0.017,0.04
0.39,-0.158,-0.381,0.064
0.4,-0.26,-0.276,0.172
0.41,-0.279,-0.1,0.134
0.42,-0.306,-0.046,0.068
0.43,-0.374,0.334,-0.038
0.44,-0.234,0.348,-0.159
0.45,-0.274,0.123,-0.073
0.46,-0.217,0.086,-0.081
0.47,-0.177,-0.079,-0.004
0.48,-0.189,-0.116,0.045
0.49,-0.151,0.002,0.075
0.5,-0.232,-0.007,0.147
0.51,-0.16,0.017,0.128
0.52,-0.199,-0.044,0.063
0.53,-0.338,-0.096,-0.007
0.54,-0.311,0.022,-0.075
0.55,-0.354,0.034,0.01
0.56,-0.291,0.239,-0.022
0.57,-0.156,0.254,-0.083
0.58,-0.354,0.088,-0.005
0.59,-0.256,0.019,-0.036
0.6,-0.17,-0.028,0.036
0.61,-0.166,-0.149,0.084
0.62,-0.163,-0.149,0.09
0.63,-0.109,-0.033,0.114
0.64,-0.112,0.06,0.115
0.65,-0.27,0.042,0.072
0.66,-0.243,0.053,-0.067
0.67,-0.291,-0.185,-0.052
0.68,-0.431,0.09,0.008
0.69,-0.371,0.189,0.033
0.7,-0.422,0.218,-0.003
0.71,-0.278,0.269,-0.156
0.72,-0.105,0.059,-0.164
0.73,-0.027,-0.264,-0.024
0.74,0.04,-0.345,0.124
0.75,-0.072,-0.254,0.303
0.76,-0.219,-0.036,0.303
0.77,-0.217,0.251,0.072
0.78,-0.326,0.21,-0.042
0.79,-0.339,0.096,-0.192
0.8,-0.47,-0.032,-0.135
0.81,-0.465,-0.198,-0.053
0.82,-0.347,0.113,-0.061
0.83,-0.271,0.18,0.052
0.84,-0.029,0.12,0.016
0.85,0.043,0.204,0.003
0.86,-0.103,-0.059,0.148
0.87,-0.12,-0.238,0.105
0.88,-0.303,-0.17,0.161
0.89,-0.27,-0.228,0.079
0.9,-0.35,0.1,0.028
0.91,-0.402,0.233,-0.041
0.92,-0.318,0.059,-0.051
0.93,-0.413,0.18,-0.088
0.94,-0.297,-0.0,-0.868
