t,ax,ay,az
0.0,-0.259,-0.068,0.031
0.01,-0.25,0.167,-0.039
0.02,-0.328,0.225,-0.012
0.03,-0.395,0.021,0.055
0.04,-0.296,0.032,-0.097
0.05,-0.376,-0.02,-0.032
0.06,-0.248,-0.061,0.011
0.07,-0.096,0.146,0.001
0.08,-0.109,0.091,0.067
0.09,-0.044,-0.039,0.04
0.1,-0.118,-0.078,0.111
0.11,-0.262,-0.251,0.166
0.12,-0.254,-0.091,0.106
0.13,-0.326,0.088,0.055
0.14,-0.417,0.07,0.031
0.15,-0.0,-0.0,-0.845
0.16,-0.125,-0.058,0.074
0.17,-0.198,-0.117,0.186
0.18,-0.182,-0.015,0.156
0.19,-0.275,0.07,0.048
0.2,-0.33,-0.091,-0.015
0.21,-0.215,0.012,-0.115
0.22,-0.36,-0.015,-0.037
0.23,-0.392,-0.023,0.074
0.24,-0.251,0.225,0.036
0.25,-0.258,0.26,0.007
0.26,-0.164,0.216,-0.084
0.27,-0.024,0.051,-0.129
0.28,-0.078,-0.233,0.017
0.29,-0.113,-0.358,0.121
0.3,-0.303,-0.138,0.322
0.31,-0.327,0.016,0.32
0.32,-0.238,0.16,0.035
0.33,-0.355,0.197,-0.196
0.34,-0.28,-0.11,-0.223
0.35,-0.325,0.041,-0.134
0.36,-0.332,0.052,0.047
0.37,-0.249,0.048,0.041
0.38,-0.147,0.163,0.016
0.39,-0.047,0.104,0.043
0.4,-0.106,0.028,0.163
0.41,-0.229,-0.082,0.188
0.42,-0.323,-0.24,0.124
0.43,-0.364,-0.184,0.031
0.44,-0.26,0.009,-0.087
0.45,-0.353,0.046,-0.004
0.46,-0.258,0.269,-0.085
0.47,-0.219,0.14,-0.075
0.48,-0.285,-0.045,0.012
0.49,-0.177,0.03,-0.019
0.5,-0.19,0.056,0.064
0.51,-0.174,0.056,0.081
0.52,-0.174,0.191,0.006
0.53,-0.199,-0.02,0.027
0.54,-0.172,-0.105,0.014
0.55,-0.281,-0.133,0.092
0.56,-0.382,-0.293,0.158
0.57,-0.26,-0.054,0.015
0.58,-0.358,0.066,0.003
0.59,-0.216,0.099,-0.039
0.6,-0.157,0.281,-0.101
0.61,-0.226,0.155,-0.036
0.62,-0.165,-0.008,-0.035
0.63,-0.183,0.021,-0.023
0.64,-0.187,-0.054,0.071
0.65,-0.166,-0.035,0.098
0.66,-0.261,0.042,0.125
0.67,-0.351,-0.099,0.098
0.68,-0.396,-0.144,0.027
0.69,-0.298,-0.044,-0.033
0.7,-0.24,-0.025,-0.031
0.71,-0.232,0.186,-0.02
0.72,-0.168,0.27,-0.097
0.73,-0.163,0.18,-0.085
0.74,-0.188,0.154,-0.053
0.75,-0.25,0.059,0.05
0.76,-0.216,-0.146,0.107
0.77,-0.203,-0.163,0.064
0.78,-0.344,-0.118,0.106
0.79,-0.279,-0.078,0.105
0.8,-0.209,0.111,0.081
0.81,-0.209,0.011,-0.014
0.82,-0.097,-0.037,-0.178
0.83,-0.228,0.007,-0.075
0.84,-0.278,0.109,0.031
0.85,-0.279,0.285,0.043
0.86,-0.417,0.336,0.057
0.87,-0.226,0.104,-0.133
0.88,-0.103,-0.038,-0.171
0.89,-0.166,-0.368,0.006
0.9,-0.185,-0.428,0.209
0.91,-0.305,-0.119,0.336
0.92,-0.154,-0.031,0.23
0.93,-0.155,0.238,-0.022
0.94,-0.243,0.249,-0.169
0.95,-0.263,-0.003,-0.172
0.96,-0.356,-0.058,-0.078
0.97,-0.385,0.072,-0.042
0.98,-0.371,0.021,0.039
0.99,-0.229,0.191,-0.001
1.0,-0.042,0.259,-0.061
1.01,-0.133,0.006,0.072
1.02,-0.136,-0.135,0.105
1.03,-0.219,-0.261,0.116
1.04,-0.229,-0.228,0.053
1.05,-0.198,0.035,-0.021
1.06,-0.328,0.106,0.027
1.07,-0.283,0.189,-0.052
1.08,-0.385,0.219,0.003
1.09,-0.358,-0.01,0.028
1.1,-0.255,0.065,-0.114
1.11,-0.272,-0.025,-0.025
1.12,-0.155,-0.01,-0.026
1.13,-0.117,0.19,0.03
1.14,-0.114,-0.142,0.052
1.15,-0.14,-0.265,0.038
1.16,-0.22,-0.134,0.118
1.17,-0.273,-0.254,0.184
1.18,-0.333,0.148,0.052
1.19,-0.404,0.196,-0.04
1.2,-0.282,0.219,-0.122
1.21,-0.27,0.277,-0.158
1.22,-0.281,-0.003,-0.079
1.23,-0.223,-0.157,-0.045
1.24,-0.089,-0.05,-0.053
1.25,-0.116,-0.03,0.117
1.26,-0.158,-0.002,0.168
1.27,-0.113,0.169,0.117
1.28,-0.212,-0.041,0.094
1.29,-0.29,-0.056,-0.038
1.3,-0.37,-0.051,-0.081
1.31,-0.385,0.012,-0.044
1.32,-0.315,0.195,-0.049
1.33,-0.272,0.214,-0.07
1.34,-0.304,0.073,-0.077
1.35,-0.264,0.065,-0.024
1.36,-0.092,-0.047,0.054
1.37,-0.062,-0.094,0.054
1.38,-0.124,-0.121,0.087
1.39,-0.118,-0.044,0.121
1.4,-0.203,0.106,0.08
1.41,-0.318,0.06,0.035
1.42,-0.268,-0.047,-0.014
1.43,-0.353,-0.043,-0.09
1.44,-0.4,-0.012,-0.018
1.45,-0.385,-0.002,0.021
1.46,-0.338,0.262,-0.027
1.47,-0.278,0.333,-0.062
1.48,-0.018,0.096,-0.146
1.49,0.016,-0.041,-0.141
1.5,-0.051,-0.372,0.056
1.51,-0.103,-0.324,0.261
1.52,-0.235,0.013,0.345
1.53,-0.0,-0.0,-0.86
1.54,-0.217,-0.127,-0.092
1.55,-0.137,0.014,-0.029
1.56,-0.14,0.113,0.031
1.57,-0.095,0.099,0.06
1.58,-0.124,0.189,0.021
1.59,-0.0,-0.0,-0.851
1.6,-0.249,0.216,-0.009
1.61,-0.187,0.199,-0.035
1.62,-0.187,0.22,-0.012
1.63,-0.198,0.196,-0.013
1.64,-0.135,-0.018,0.018
1.65,-0.124,-0.131,0.039
1.66,-0.0,-0.0,-0.843
1.67,-0.252,-0.037,0.029
1.68,-0.392,0.197,0.073
1.69,-0.327,0.189,0.005
1.7,-0.338,0.107,-0.075
1.71,-0.354,-0.031,-0.092
1.72,-0.221,-0.099,-0.033
1.73,-0.164,-0.025,0.005
1.74,-0.089,0.168,0.08
1.75,-0.076,-0.033,0.09
1.76,-0.079,0.1,0.035
1.77,-0.128,-0.173,0.11
1.78,-0.313,-0.204,0.203
1.79,-0.4,0.01,0.124
1.8,-0.395,-0.071,0.025
1.81,-0.412,0.134,-0.044
1.82,-0.28,0.281,-0.163
1.83,-0.298,-0.007,-0.06
1.84,-0.104,-0.014,-0.055
1.85,-0.1,-0.011,0.006
1.86,-0.125,-0.064,0.081
1.87,-0.02,0.027,0.06
1.88,-0.177,0.143,0.139
1.89,-0.204,0.083,0.099
1.9,-0.281,0.007,0.081
1.91,-0.432,-0.066,-0.005
1.92,-0.378,-0.135,-0.06
1.93,-0.448,0.017,-0.028
1.94,-0.282,0.115,-0.024
1.95,-0.164,0.199,-0.06
1.96,-0.195,0.213,0.016
1.97,-0.148,0.096,0.009
1.98,-0.096,0.009,0.029
1.99,-0.102,-0.139,0.061
2.0,-0.11,-0.186,0.068
2.01,-0.233,-0.009,0.127
2.02,-0.31,0.003,0.155
2.03,-0.413,0.11,0.096
2.04,-0.295,0.073,-0.1
2.05,-0.315,-0.143,-0.104
2.06,-0.397,-0.087,-0.024
2.07,-0.218,0.166,0.01
2.08,-0.277,0.207,0.08
2.09,-0.218,0.252,-0.037
2.1,-0.012,0.22,-0.195
2.11,-0.027,-0.27,-0.045
2.12,-0.042,-0.295,0.104
2.13,-0.267,-0.173,0.3
2.14,-0.428,-0.075,0.335
2.15,-0.254,0.173,0.083
2.16,-0.343,0.229,-0.106
2.17,-0.32,0.015,-0.202
2.18,-0.341,-0.052,-0.13
2.19,-0.363,-0.135,-0.015
2.2,-0.175,0.068,-0.017
2.21,-0.237,0.199,0.037
2.22,-0.081,0.254,0.02
2.23,-0.001,0.206,0.002
2.24,-0.181,0.045,0.155
2.25,-0.241,-0.302,0.108
2.26,-0.352,-0.282,0.093
2.27,-0.324,-0.214,0.05
2.28,-0.333,-0.079,0.025
2.29,-0.369,0.316,0.011
2.3,-0.204,0.139,-0.06
2.31,-0.347,0.16,-0.052
2.32,-0.22,0.041,-0.078
2.33,-0.161,-0.085,-0.008
2.34,-0.114,0.029,0.002
2.35,-0.143,0.222,0.032
2.36,-0.179,0.084,0.113
2.37,-0.162,-0.002,0.035
2.38,-0.217,-0.116,-0.004
2.39,-0.354,-0.36,0.117
2.4,-0.277,-0.131,0.051
2.41,-0.366,0.009,0.021
2.42,-0.352,0.132,-0.029
2.43,-0.204,0.355,-0.066
2.44,-0.216,0.124,-0.021
2.45,-0.105,0.051,-0.054
2.46,-0.179,-0.04,-0.019
2.47,-0.143,-0.154,0.016
2.48,-0.12,0.047,0.057
2.49,-0.269,0.125,-0.866
2.5,-0.288,-0.022,0.161
2.51,-0.363,-0.01,0.036
2.52,-0.296,-0.187,-0.028
2.53,-0.273,-0.189,-0.002
2.54,-0.317,0.189,0.005
2.55,-0.252,0.152,0.019
2.56,-0.167,0.306,-0.057
2.57,-0.189,0.262,-0.074
2.58,-0.2,0.064,-0.012
2.59,-0.196,-0.12,0.025
2.6,-0.193,-0.156,0.019
2.61,-0.244,-0.201,0.121
2.62,-0.272,-0.042,0.124
2.63,-0.221,0.076,0.114
2.64,-0.226,0.043,0.014
2.65,-0.153,0.057,-0.109
2.66,-0.253,-0.072,-0.061
2.67,-0.351,0.017,0.054
2.68,-0.296,0.27,0.085
2.69,-0.305,0.2,0.042
2.7,-0.246,0.245,-0.105
2.71,-0.093,0.076,-0.189
2.72,-0.201,-0.332,-0.034
2.73,-0.184,-0.255,0.088
2.74,-0.208,-0.241,0.261
2.75,-0.207,-0.046,0.247
2.76,-0.124,0.199,0.009
2.77,-0.267,0.188,-0.026
2.78,-0.23,0.082,-0.078
2.79,-0.367,-0.009,-0.081
2.8,-0.421,-0.094,-0.01
2.81,-0.298,-0.022,-0.044
2.82,-0.305,0.259,0.025
2.83,-0.242,0.137,0.033
2.84,-0.181,0.095,0.016
2.85,-0.144,-0.06,0.028
2.86,-0.073,-0.313,0.084
2.87,-0.238,-0.248,0.106
2.88,-0.165,-0.029,0.052
2.89,-0.235,0.079,0.047
