t,ax,ay,az
0.0,-0.248,-0.177,0.078
0.01,-0.417,-0.32,0.102
0.02,-0.326,-0.177,0.026
0.03,-0.247,0.109,-0.038
0.04,-0.25,0.26,-0.035
0.05,-0.238,0.196,-0.075
0.06,-0.301,0.119,-0.076
0.07,-0.217,-0.035,-0.067
0.08,-0.148,-0.048,-0.066
0.09,-0.272,0.065,0.066
0.1,-0.166,0.064,0.096
0.11,-0.191,0.193,0.023
0.12,-0.194,-0.075,-0.024
0.13,-0.163,-0.273,0.006
0.14,-0.308,-0.168,0.06
0.15,-0.254,-0.136,0.069
0.16,-0.325,0.01,0.014
0.17,-0.276,0.312,-0.038
0.18,-0.171,0.229,-0.075
0.19,-0.258,0.11,-0.036
0.2,-0.21,0.062,-0.062
0.21,-0.205,-0.166,-0.023
0.22,-0.229,-0.126,0.016
0.23,-0.196,0.115,0.029
0.24,-0.19,-0.086,0.127
0.25,-0.248,0.097,0.091
0.26,-0.212,-0.014,0.003
0.27,-0.301,-0.227,-0.038
0.28,-0.334,0.067,-0.026
0.29,-0.343,0.021,0.018
0.3,-0.252,0.262,-0.073
0.31,-0.209,0.228,-0.142
0.32,-0.267,0.137,-0.041
0.33,-0.182,0.098,-0.038
0.34,-0.197,-0.102,0.024
0.35,-0.176,-0.275,0.091
0.36,-0.157,-0.086,0.083
0.37,-0.225,-0.081,0.11
0.38,-0.233,0.006,0.065
0.39,-0.204,0.197,-0.018
0.4,-0.229,-0.005,-0.074
0.41,-0.304,-0.086,-0.116
0.42,-0.323,0.052,-0.044
0.43,-0.26,0.139,0.064
0.44,-0.294,0.334,0.058
0.45,-0.245,0.297,-0.069
0.46,-0.157,-0.079,-0.179
0.47,-0.129,-0.159,-0.126
0.48,-0.118,-0.36,0.079
0.49,-0.232,-0.358,0.275
0.5,-0.246,0.003,0.247
0.51,-0.176,0.212,0.039
0.52,-0.269,0.177,-0.066
0.53,-0.22,0.167,-0.191
0.54,-0.334,-0.015,-0.085
0.55,-0.375,-0.071,-0.044
0.56,-0.339,0.053,-0.025
0.57,-0.38,0.139,-0.011
0.58,-0.152,0.128,-0.032
0.59,-0.19,0.145,0.028
0.6,-0.12,-0.203,0.08
0.61,-0.094,-0.239,0.026
0.62,-0.242,-0.163,0.084
0.63,-0.186,-0.139,0.065
0.64,-0.243,0.217,0.019
0.65,-0.292,0.298,-0.015
0.66,-0.318,0.159,-0.071
0.67,-0.42,0.154,-0.069
0.68,-0.317,-0.095,-0.116
0.69,-0.317,-0.118,-0.028
0.7,-0.294,0.077,0.021
0.71,-0.06,-0.036,0.037
0.72,-0.049,0.094,-0.002
0.73,-0.04,0.035,-0.005
0.74,-0.142,-0.274,0.102
0.75,-0.27,-0.057,0.132
0.76,-0.252,-0.108,0.083
0.77,-0.449,0.061,0.053
0.78,-0.409,0.246,-0.09
0.79,-0.293,0.138,-0.155
0.8,-0.288,0.093,-0.103
0.81,-0.206,-0.007,-0.096
0.82,-0.218,-0.136,0.037
0.83,-0.077,-0.109,0.017
0.84,-0.04,0.087,0.053
0.85,-0.118,0.05,0.13
0.86,-0.2,0.101,0.105
0.87,-0.345,-0.004,0.017
0.88,-0.348,-0.11,-0.038
0.89,-0.372,-0.004,-0.073
0.9,-0.428,0.016,-0.038
0.91,-0.278,0.115,-0.076
0.92,-0.249,0.251,-0.08
0.93,-0.225,0.099,-0.031
0.94,-0.119,0.072,-0.048
0.95,-0.095,-0.061,0.017
0.96,-0.084,-0.18,0.072
0.97,-0.138,0.001,0.097
0.98,-0.244,0.003,0.119
0.99,-0.285,0.027,0.068
1.0,-0.28,0.116,-0.078
1.01,-0.329,-0.123,-0.078
1.02,-0.391,-0.214,-0.042
1.03,-0.33,0.152,0.046
1.04,-0.322,0.089,0.08
1.05,-0.27,0.268,-0.037
1.06,-0.111,0.328,-0.203
1.07,-0.01,-0.059,-0.167
1.08,-0.042,-0.256,-0.066
1.09,-0.185,-0.3,0.114
1.1,-0.262,-0.136,0.343
1.11,-0.253,0.248,0.2
1.12,-0.335,0.182,0.003
1.13,-0.333,0.041,-0.205
1.14,-0.344,-0.021,-0.192
1.15,-0.404,-0.144,-0.058
1.16,-0.293,0.032,-0.021
1.17,-0.255,0.17,-0.053
1.18,-0.11,0.205,-0.029
1.19,0.005,0.22,-0.032
1.2,-0.105,0.028,0.081
1.21,-0.193,-0.236,0.137
1.22,-0.288,-0.206,0.113
1.23,-0.343,-0.168,0.095
1.24,-0.364,0.008,-0.031
1.25,-0.314,0.17,-0.072
1.26,-0.339,0.16,-0.05
1.27,-0.266,0.031,-0.037
1.28,-0.284,0.004,-0.069
1.29,-0.159,-0.087,-0.042
1.3,-0.123,0.143,-0.004
1.31,-0.161,0.192,0.052
1.32,-0.128,0.128,0.035
1.33,-0.134,0.054,-0.045
1.34,-0.274,-0.211,0.025
1.35,-0.334,-0.287,0.076
1.36,-0.311,-0.14,0.067
1.37,-0.384,-0.02,0.057
1.38,-0.295,0.142,-0.041
1.39,-0.138,0.29,-0.094
1.4,-0.226,0.096,-0.062
1.41,-0.164,0.039,-0.074
1.42,-0.157,-0.011,-0.032
1.43,-0.194,-0.071,0.029
1.44,-0.18,0.1,0.027
1.45,-0.225,0.066,0.082
1.46,-0.27,-0.0,0.071
1.47,-0.29,-0.043,0.013
1.48,-0.361,-0.209,-0.0
1.49,-0.288,-0.061,-0.026
1.5,-0.3,0.115,-0.011
1.51,-0.23,0.156,-0.027
1.52,-0.146,0.292,-0.081
1.53,-0.185,0.206,-0.042
1.54,-0.239,0.06,0.037
1.55,-0.183,-0.128,0.008
1.56,-0.225,-0.136,0.024
1.57,-0.2,-0.248,0.048
1.58,-0.265,0.026,0.066
1.59,-0.283,0.092,0.041
1.6,-0.25,0.044,-0.007
1.61,-0.16,0.021,-0.113
1.62,-0.234,-0.102,-0.045
1.63,-0.289,-0.014,0.039
1.64,-0.279,0.205,0.074
1.65,-0.281,0.329,0.063
1.66,-0.252,0.276,-0.112
1.67,-0.156,0.057,-0.219
1.68,-0.127,-0.311,-0.085
1.69,-0.123,-0.411,0.019
1.7,-0.276,-0.135,0.269
1.71,-0.307,-0.12,0.288
1.72,-0.21,0.269,0.037
1.73,-0.174,0.231,-0.105
1.74,-0.199,-0.019,-0.153
1.75,-0.314,0.0,-0.092
1.76,-0.382,-0.151,-0.022
1.77,-0.301,0.055,-0.002
1.78,-0.279,0.256,0.032
1.79,-0.175,0.081,0.02
1.8,-0.138,0.189,-0.034
1.81,-0.209,-0.126,0.066
1.82,-0.233,-0.318,0.07
1.83,-0.299,-0.201,0.055
1.84,-0.196,-0.111,-0.009
1.85,-0.179,0.089,-0.018
1.86,-0.248,0.347,-0.022
1.87,-0.258,0.154,-0.046
1.88,-0.343,0.115,-0.036
1.89,-0.277,0.049,-0.046
1.9,-0.292,-0.126,0.009
1.91,-0.245,0.04,-0.026
1.92,-0.195,0.095,-0.03
1.93,-0.179,0.011,-0.019
1.94,-0.088,-0.048,-0.016
1.95,-0.147,-0.191,0.08
1.96,-0.237,-0.228,0.159
1.97,-0.204,-0.029,0.068
1.98,-0.311,0.035,0.066
1.99,-0.313,0.186,-0.077
2.0,-0.262,0.307,-0.133
2.01,-0.321,0.107,-0.087
2.02,-0.286,0.004,-0.076
2.03,-0.237,-0.047,-0.04
2.04,-0.215,-0.213,0.039
2.05,-0.146,-0.098,0.076
2.06,-0.115,0.044,0.126
2.07,-0.153,-0.012,0.121
2.08,-0.228,0.031,0.022
2.09,-0.311,0.016,-0.069
2.1,-0.336,-0.079,-0.059
2.11,-0.332,0.214,-0.054
2.12,-0.332,0.151,-0.058
2.13,-0.294,0.093,-0.086
2.14,-0.323,0.137,-0.068
2.15,-0.251,-0.047,0.028
2.16,-0.079,-0.059,0.049
2.17,-0.102,-0.115,0.059
2.18,-0.143,-0.123,0.102
2.19,-0.098,0.092,0.022
2.2,-0.236,0.088,0.045
2.21,-0.269,-0.033,0.005
2.22,-0.258,0.013,-0.115
2.23,-0.401,-0.073,-0.052
2.24,-0.372,-0.05,0.034
2.25,-0.374,0.231,0.034
2.26,-0.359,0.261,0.051
2.27,-0.17,0.189,-0.096
2.28,-0.047,0.049,-0.178
2.29,0.05,-0.29,-0.113
2.3,-0.063,-0.354,0.086
2.31,-0.319,-0.143,0.361
2.32,-0.248,-0.027,0.291
2.33,-0.232,0.262,0.021
2.34,-0.299,0.194,-0.174
2.35,-0.305,-0.009,-0.196
2.36,-0.472,-0.016,-0.109
2.37,-0.385,-0.031,-0.018
2.38,-0.268,0.057,-0.042
2.39,-0.15,0.205,-0.066
2.4,-0.099,0.154,-0.037
2.41,-0.056,0.115,0.083
2.42,-0.102,-0.067,0.109
2.43,-0.242,-0.334,0.146
2.44,-0.301,-0.179,0.035
2.45,-0.217,-0.05,-0.02
2.46,-0.324,0.053,0.021
2.47,-0.28,0.354,-0.097
2.48,-0.411,0.117,-0.025
2.49,-0.374,0.017,-0.086
2.5,-0.2,-0.016,-0.134
2.51,-0.214,-0.095,-0.013
2.52,-0.166,0.052,0.036
2.53,-0.114,0.198,0.063
2.54,-0.069,0.021,0.06
2.55,-0.115,-0.029,0.012
2.56,-0.235,-0.191,0.113
2.57,-0.234,-0.229,0.142
2.58,-0.351,-0.01,0.039
2.59,-0.476,0.049,-0.049
2.6,-0.36,0.114,-0.146
2.61,-0.292,0.245,-0.141
2.62,-0.21,0.078,-0.05
2.63,-0.191,-0.114,-0.046
2.64,-0.087,0.009,-0.045
2.65,-0.059,-0.058,0.064
2.66,-0.144,0.091,0.139
2.67,-0.157,0.171,0.14
2.68,-0.2,0.007,0.078
2.69,-0.3,-0.079,-0.028
2.7,-0.425,-0.141,-0.102
2.71,-0.46,-0.15,-0.041
2.72,-0.356,0.112,-0.013
2.73,-0.268,0.14,-0.048
2.74,-0.197,0.207,-0.097
2.75,-0.149,0.192,-0.065
2.76,-0.141,0.095,0.084
2.77,-0.086,-0.042,0.067
