t,ax,ay,az
0.0,-0.593,0.35,-0.007
0.01,-0.597,0.343,-0.001
0.02,-0.597,0.343,-0.005
0.03,-0.595,0.343,0.007
0.04,-0.594,0.34,-0.0
0.05,-0.595,0.336,0.003
0.06,-0.593,0.336,0.007
0.07,-0.595,0.338,-0.007
0.08,-0.593,0.347,0.002
0.09,-0.598,0.34,0.001
0.1,-0.594,0.342,0.002
0.11,-0.594,0.343,0.0
0.12,-0.594,0.342,-0.0
0.13,-0.602,0.336,0.001
0.14,-0.597,0.341,0.003
0.15,-0.593,0.339,0.0
0.16,-0.597,0.344,0.008
0.17,-0.592,0.341,-0.01
0.18,-0.597,0.344,0.001
0.19,-0.6,0.345,0.001
0.2,-0.596,0.347,0.001
0.21,-0.594,0.342,0.005
0.22,-0.599,0.338,-0.004
0.23,-0.59,0.341,-0.001
0.24,-0.598,0.344,0.003
0.25,-0.596,0.34,-0.0
0.26,-0.6,0.341,-0.0
0.27,-0.601,0.342,-0.004
0.28,-0.598,0.34,-0.004
0.29,-0.595,0.336,0.003
0.3,-0.598,0.34,0.004
0.31,-0.599,0.338,0.003
0.32,-0.597,0.345,0.01
0.33,-0.597,0.341,0.007
0.34,-0.595,0.344,0.0
0.35,-0.596,0.342,-0.008
0.36,-0.598,0.345,0.007
0.37,-0.596,0.337,0.003
0.38,-0.597,0.341,-0.006
0.39,-0.597,0.341,0.004
0.4,-0.593,0.34,-0.009
0.41,-0.591,0.337,-0.007
0.42,-0.597,0.34,0.001
0.43,-0.597,0.341,-0.001
0.44,-0.59,0.341,0.003
0.45,-0.597,0.341,0.003
0.46,-0.598,0.343,0.003
0.47,-0.594,0.334,0.001
0.48,-0.598,0.334,0.004
0.49,-0.601,0.339,-0.005
0.5,-0.596,0.345,0.001
0.51,-0.598,0.344,0.006
0.52,-0.605,0.343,-0.001
0.53,-0.594,0.341,0.005
0.54,-0.596,0.339,-0.007
0.55,-0.598,0.344,-0.003
0.56,-0.596,0.346,-0.005
0.57,-0.593,0.337,0.003
0.58,-0.596,0.343,0.001
0.59,-0.598,0.341,0.007
0.6,-0.605,0.342,0.004
0.61,-0.605,0.34,-0.003
0.62,-0.597,0.337,0.002
0.63,-0.594,0.338,0.009
0.64,-0.595,0.338,0.001
0.65,-0.597,0.342,-0.006
0.66,-0.605,0.348,0.0
0.67,-0.591,0.341,-0.01
0.68,-0.596,0.341,-0.004
0.69,-0.597,0.335,-0.002
0.7,-0.592,0.343,-0.008
0.71,-0.593,0.343,-0.0
0.72,-0.593,0.336,0.002
0.73,-0.601,0.342,-0.002
0.74,-0.59,0.342,0.001
0.75,-0.599,0.34,0.006
0.76,-0.591,0.339,-0.002
0.77,-0.592,0.345,-0.001
0.78,-0.601,0.341,-0.0
0.79,-0.594,0.342,0.003
0.8,-0.594,0.343,-0.001
0.81,-0.606,0.335,-0.003
0.82,-0.605,0.342,0.003
0.83,-0.595,0.344,0.005
0.84,-0.593,0.345,0.005
0.85,-0.596,0.341,-0.002
0.86,-0.598,0.345,-0.005
0.87,-0.599,0.339,-0.002
0.88,-0.604,0.34,-0.002
0.89,-0.6,0.345,0.003
0.9,-0.596,0.343,-0.006
0.91,-0.594,0.344,-0.003
0.92,-0.594,0.336,0.003
0.93,-0.604,0.339,0.008
0.94,-0.598,0.338,-0.004
0.95,-0.594,0.338,0.003
0.96,-0.595,0.344,0.003
0.97,-0.596,0.343,-0.002
0.98,-0.597,0.348,0.001
0.99,-0.597,0.343,0.003
1.0,-0.592,0.346,0.006
1.01,-0.597,0.336,-0.005
1.02,-0.6,0.341,0.004
1.03,-0.598,0.342,0.002
1.04,-0.601,0.339,-0.001
1.05,-0.598,0.341,-0.005
1.06,-0.595,0.34,0.005
1.07,-0.593,0.341,0.0
1.08,-0.596,0.341,0.0
1.09,-0.601,0.341,0.003
1.1,-0.6,0.34,-0.002
1.11,-0.594,0.34,-0.005
1.12,-0.596,0.342,-0.002
1.13,-0.6,0.345,0.005
1.14,-0.594,0.343,0.001
1.15,-0.591,0.338,0.009
1.16,-0.597,0.34,-0.002
1.17,-0.595,0.342,-0.008
1.18,-0.595,0.344,-0.002
1.19,-0.591,0.342,-0.002
1.2,-0.598,0.341,0.001
1.21,-0.605,0.343,0.006
1.22,-0.6,0.338,0.002
1.23,-0.596,0.342,-0.001
1.24,-0.593,0.341,0.002
1.25,-0.595,0.341,-0.001
1.26,-0.596,0.342,0.0
1.27,-0.604,0.343,0.004
1.28,-0.59,0.339,0.006
1.29,-0.6,0.342,0.002
1.3,-0.596,0.34,-0.005
1.31,-0.594,0.344,0.005
1.32,-0.591,0.343,-0.009
1.33,-0.594,0.336,-0.005
1.34,-0.597,0.343,0.003
1.35,-0.6,0.345,0.006
1.36,-0.595,0.344,0.003
1.37,-0.594,0.343,0.002
1.38,-0.599,0.336,-0.009
1.39,-0.596,0.334,-0.004
1.4,-0.6,0.348,0.004
1.41,-0.602,0.344,-0.007
1.42,-0.598,0.339,-0.001
1.43,-0.599,0.342,0.001
1.44,-0.594,0.339,0.01
1.45,-0.597,0.345,0.004
1.46,-0.6,0.337,-0.004
1.47,-0.601,0.344,0.002
1.48,-0.596,0.343,-0.001
1.49,-0.592,0.341,-0.005
1.5,-0.596,0.342,-0.002
1.51,-0.599,0.346,0.003
1.52,-0.598,0.342,0.002
1.53,-0.598,0.344,0.004
