t,ax,ay,az
0.0,-0.233,0.011,-0.024
0.01,-0.204,-0.133,-0.122
0.02,-0.359,0.043,-0.032
0.03,-0.331,0.095,0.03
0.04,-0.27,0.296,0.019
0.05,-0.303,0.301,-0.11
0.06,-0.207,0.09,-0.141
0.07,-0.093,-0.188,-0.088
0.08,-0.053,-0.313,0.085
0.09,-0.191,-0.276,0.261
0.1,-0.283,-0.154,0.308
0.11,-0.216,0.189,0.134
0.12,-0.225,0.153,-0.052
0.13,-0.267,0.176,-0.157
0.14,-0.315,-0.028,-0.159
0.15,-0.396,-0.071,-0.044
0.16,-0.319,0.085,-0.04
0.17,-0.321,0.136,-0.002
0.18,-0.236,0.098,-0.029
0.19,-0.066,0.135,0.001
0.2,-0.115,-0.04,0.113
0.21,-0.161,-0.216,0.131
0.22,-0.219,-0.162,0.07
0.23,-0.191,-0.199,0.036
0.24,-0.221,0.082,0.01
0.25,-0.366,0.227,0.066
0.26,-0.348,0.111,-0.019
0.27,-0.352,0.147,-0.093
0.28,-0.376,0.0,-0.1
0.29,-0.284,-0.084,-0.092
0.3,-0.245,0.047,0.002
0.31,-0.03,0.082,0.011
0.32,-0.014,0.085,-0.001
0.33,-0.078,-0.023,0.089
0.34,-0.132,-0.134,0.138
0.35,-0.234,-0.082,0.123
0.36,-0.344,-0.069,0.1
0.37,-0.356,-0.023,-0.022
0.38,-0.435,0.127,-0.084
0.39,-0.351,0.171,-0.127
0.4,-0.273,-0.029,-0.045
0.41,-0.21,0.067,-0.065
0.42,-0.1,-0.021,0.003
0.43,-0.093,-0.058,0.055
0.44,-0.061,0.108,0.034
0.45,-0.121,0.036,0.108
0.46,-0.219,0.015,0.117
0.47,-0.364,0.048,0.041
0.48,-0.388,-0.128,0.008
0.49,-0.339,-0.03,-0.094
0.5,-0.402,0.06,-0.051
0.51,-0.29,0.04,-0.0
0.52,-0.208,0.174,-0.051
0.53,-0.203,0.145,-0.042
0.54,-0.135,0.034,-0.044
0.55,-0.13,0.047,0.007
0.56,-0.074,-0.032,0.038
0.57,-0.16,-0.093,0.08
0.58,-0.301,-0.027,0.132
0.59,-0.245,-0.041,0.09
0.6,-0.275,0.049,0.01
0.61,-0.272,0.022,-0.117
0.62,-0.298,-0.169,-0.06
0.63,-0.383,0.096,0.01
0.64,-0.265,0.126,0.029
0.65,-0.261,0.219,0.045
0.66,-0.235,0.28,-0.069
0.67,-0.125,0.007,-0.099
0.68,-0.079,-0.252,-0.059
0.69,-0.062,-0.26,0.052
0.7,-0.254,-0.221,0.248
0.71,-0.307,-0.003,0.267
0.72,-0.184,0.308,0.044
0.73,-0.327,0.13,-0.085
0.74,-0.324,0.046,-0.198
0.75,-0.376,-0.085,-0.142
0.76,-0.296,-0.172,-0.033
0.77,-0.264,0.096,-0.028
0.78,-0.264,0.171,0.032
0.79,-0.117,0.143,0.024
0.8,-0.047,0.251,0.008
0.81,-0.094,-0.09,0.112
0.82,-0.22,-0.194,0.034
0.83,-0.33,-0.232,0.105
0.84,-0.339,-0.106,0.047
0.85,-0.0,-0.0,-0.863
0.86,-0.2,-0.033,-0.027
0.87,-0.217,-0.068,0.036
0.88,-0.196,-0.048,0.091
0.89,-0.215,0.091,0.09
0.9,-0.292,0.026,0.036
0.91,-0.333,-0.0,-0.873
0.92,-0.282,-0.102,0.016
0.93,-0.291,-0.135,-0.011
0.94,-0.235,-0.011,-0.041
0.95,-0.219,0.155,-0.038
0.96,-0.221,0.217,-0.024
0.97,-0.181,0.307,-0.051
0.98,-0.279,0.106,0.034
0.99,-0.241,-0.026,0.026
1.0,-0.154,-0.142,0.028
1.01,-0.208,-0.257,0.067
1.02,-0.232,-0.105,0.107
1.03,-0.259,0.026,0.142
1.04,-0.235,0.067,0.079
1.05,-0.221,0.115,-0.071
1.06,-0.238,0.013,-0.118
1.07,-0.324,-0.105,-0.049
1.08,-0.266,0.116,-0.025
1.09,-0.323,0.161,0.07
1.1,-0.31,0.247,0.074
1.11,-0.171,0.263,-0.077
1.12,-0.091,-0.122,-0.096
1.13,-0.1,-0.311,0.005
1.14,-0.122,-0.253,0.104
1.15,-0.252,-0.258,0.306
1.16,-0.268,0.109,0.195
1.17,-0.278,0.29,-0.017
1.18,-0.279,0.078,-0.126
1.19,-0.271,0.105,-0.206
1.2,-0.367,-0.054,-0.08
1.21,-0.318,-0.06,0.022
1.22,-0.279,0.192,0.025
1.23,-0.182,0.215,0.041
1.24,-0.0,-0.0,-0.851
1.25,-0.192,0.025,0.069
1.26,-0.306,0.059,0.081
1.27,-0.448,0.119,0.053
1.28,-0.25,0.383,-0.095
1.29,-0.277,0.115,-0.049
1.3,-0.276,-0.074,-0.047
1.31,-0.249,-0.124,-0.007
1.32,-0.104,-0.308,0.07
1.33,-0.068,0.08,0.07
1.34,-0.116,0.085,0.154
1.35,-0.159,0.083,0.135
1.36,-0.277,0.125,-0.863
1.37,-0.368,-0.091,-0.026
1.38,-0.356,-0.056,-0.051
1.39,-0.436,0.133,-0.021
1.4,-0.367,0.1,-0.014
1.41,-0.28,0.161,-0.055
1.42,-0.262,0.136,-0.02
1.43,-0.136,-0.108,0.021
1.44,-0.021,-0.052,0.024
1.45,-0.042,-0.142,0.091
1.46,-0.146,-0.115,0.154
1.47,-0.193,0.125,-0.855
1.48,-0.298,0.142,0.108
1.49,-0.337,0.075,-0.008
1.5,-0.244,0.024,-0.112
1.51,-0.384,-0.173,-0.041
1.52,-0.422,-0.049,-0.003
1.53,-0.284,0.121,0.108
1.54,-0.247,0.22,0.123
1.55,-0.134,0.316,-0.055
1.56,-0.065,0.083,-0.114
1.57,-0.01,-0.298,-0.063
1.58,-0.084,-0.239,0.054
1.59,-0.292,-0.297,0.334
1.6,-0.29,-0.023,0.314
1.61,-0.283,0.263,0.071
1.62,-0.346,0.176,-0.067
1.63,-0.313,0.079,-0.175
1.64,-0.371,-0.01,-0.083
1.65,-0.371,-0.103,-0.004
1.66,-0.213,-0.032,0.003
1.67,-0.146,0.18,-0.01
1.68,-0.097,0.139,0.041
1.69,-0.073,0.185,0.07
1.7,-0.136,-0.068,0.089
1.71,-0.267,-0.288,0.136
1.72,-0.314,-0.153,0.098
1.73,-0.297,-0.08,0.083
1.74,-0.359,0.096,0.023
1.75,-0.282,0.283,-0.073
1.76,-0.322,0.126,-0.046
1.77,-0.269,0.039,-0.071
1.78,-0.17,-0.065,-0.077
1.79,-0.232,-0.096,0.041
1.8,-0.183,0.069,0.077
1.81,-0.136,0.227,0.107
1.82,-0.113,0.103,0.08
1.83,-0.115,-0.006,0.004
1.84,-0.26,-0.182,0.064
1.85,-0.257,-0.3,0.081
1.86,-0.353,-0.123,0.068
1.87,-0.435,0.099,0.063
1.88,-0.291,0.101,-0.04
1.89,-0.197,0.286,-0.077
1.9,-0.208,0.057,-0.053
1.91,-0.148,-0.09,-0.002
1.92,-0.186,-0.027,0.009
1.93,-0.125,-0.105,0.054
1.94,-0.095,0.129,0.088
1.95,-0.233,0.193,0.1
1.96,-0.289,-0.0,-0.86
1.97,-0.345,-0.063,0.022
1.98,-0.424,-0.161,-0.036
1.99,-0.393,-0.198,-0.016
2.0,-0.266,0.118,0.0
2.01,-0.194,0.221,0.008
2.02,-0.145,0.256,-0.011
2.03,-0.176,0.234,-0.022
2.04,-0.127,0.061,-0.002
2.05,-0.167,-0.107,0.049
2.06,-0.188,-0.187,0.112
2.07,-0.234,-0.141,0.146
2.08,-0.313,0.02,0.094
2.09,-0.325,0.078,0.061
2.1,-0.265,-0.019,-0.019
2.11,-0.217,-0.021,-0.06
2.12,-0.26,-0.152,0.02
2.13,-0.258,0.01,0.074
2.14,-0.24,0.281,0.081
2.15,-0.285,0.332,0.051
2.16,-0.166,0.268,-0.1
2.17,-0.141,0.018,-0.153
2.18,-0.169,-0.385,0.004
2.19,-0.217,-0.397,0.091
2.2,-0.31,-0.202,0.266
2.21,-0.244,0.024,0.242
2.22,-0.202,0.276,0.055
2.23,-0.242,0.243,-0.061
2.24,-0.195,-0.027,-0.181
2.25,-0.288,-0.05,-0.09
2.26,-0.313,-0.062,-0.001
2.27,-0.291,0.031,0.056
2.28,-0.265,0.288,0.063
2.29,-0.0,-0.0,-0.843
2.3,-0.215,-0.203,0.142
2.31,-0.318,0.092,0.15
2.32,-0.335,0.161,0.071
2.33,-0.232,0.284,-0.085
2.34,-0.275,0.203,-0.081
2.35,-0.256,-0.034,-0.056
2.36,-0.192,-0.076,-0.032
2.37,-0.228,-0.127,0.028
2.38,-0.183,-0.11,0.088
2.39,-0.17,0.077,0.119
2.4,-0.185,0.128,0.115
2.41,-0.222,-0.009,0.08
2.42,-0.304,-0.01,0.013
2.43,-0.352,-0.051,0.014
2.44,-0.351,0.032,-0.009
2.45,-0.257,0.148,-0.033
2.46,-0.187,0.178,-0.026
2.47,-0.289,0.12,0.015
2.48,-0.297,0.065,0.024
2.49,-0.0,-0.0,-0.84
2.5,-0.257,0.202,0.082
2.51,-0.317,0.237,-0.104
2.52,-0.313,-0.025,-0.161
2.53,-0.391,-0.117,-0.078
2.54,-0.491,-0.017,0.006
2.55,-0.294,-0.057,0.047
2.56,-0.172,0.274,-0.013
2.57,-0.023,0.15,0.032
2.58,-0.052,0.024,0.096
2.59,-0.141,-0.052,0.142
2.6,-0.247,-0.287,0.162
2.61,-0.289,-0.157,0.075
2.62,-0.28,0.042,-0.017
2.63,-0.343,0.155,0.042
2.64,-0.316,0.253,-0.028
2.65,-0.312,0.154,-0.071
2.66,-0.352,-0.125,0.003
2.67,-0.245,-0.065,-0.035
2.68,-0.206,-0.044,0.047
2.69,-0.14,0.022,0.078
2.7,-0.07,0.225,0.017
2.71,-0.109,0.128,0.037
2.72,-0.136,-0.151,0.056
2.73,-0.252,-0.151,0.134
2.74,-0.298,-0.168,0.157
2.75,-0.312,-0.035,0.062
2.76,-0.414,0.141,-0.004
2.77,-0.356,0.209,-0.059
2.78,-0.253,0.15,-0.086
2.79,-0.233,-0.015,-0.024
2.8,-0.14,-0.16,-0.014
2.81,-0.075,-0.122,-0.017
2.82,-0.167,0.04,0.095
2.83,-0.158,0.081,0.146
2.84,-0.162,0.201,0.154
2.85,-0.301,0.048,0.088
2.86,-0.374,-0.112,-0.026
2.87,-0.385,-0.12,-0.084
2.88,-0.413,-0.048,-0.033
2.89,-0.316,0.131,-0.032
2.9,-0.193,0.192,-0.009
2.91,-0.189,0.115,-0.03
2.92,-0.142,0.152,-0.018
2.93,-0.108,0.013,0.04
2.94,-0.105,-0.153,0.084
2.95,-0.169,-0.054,0.098
2.96,-0.237,-0.079,0.139
2.97,-0.256,0.054,0.066
2.98,-0.329,0.079,0.022
2.99,-0.36,0.0,-0.024
3.0,-0.267,-0.096,-0.085
3.01,-0.304,0.003,-0.006
3.02,-0.286,-0.031,-0.859
3.03,-0.215,0.265,0.06
3.04,-0.241,0.341,0.058
3.05,-0.129,0.177,-0.067
3.06,-0.016,-0.082,-0.149
3.07,-0.095,-0.332,0.006
3.08,-0.218,-0.4,0.219
3.09,-0.375,-0.069,0.389
3.1,-0.331,0.094,0.227
3.11,-0.323,0.169,-0.056
3.12,-0.313,0.221,-0.179
3.13,-0.255,-0.031,-0.855
3.14,-0.365,-0.085,-0.02
3.15,-0.218,0.019,-0.01
3.16,-0.188,0.041,0.041
3.17,-0.124,0.177,0.024
3.18,-0.078,0.275,0.031
3.19,-0.156,0.01,0.147
3.2,-0.233,-0.111,0.088
3.21,-0.338,-0.281,0.079
3.22,-0.352,-0.232,0.058
3.23,-0.311,0.013,0.014
3.24,-0.305,0.098,0.06
3.25,-0.188,0.229,-0.042
3.26,-0.24,0.185,-0.013
3.27,-0.27,-0.003,-0.005
3.28,-0.139,0.043,-0.066
3.29,-0.242,-0.008,0.041
3.3,-0.215,0.074,0.096
3.31,-0.165,0.232,0.074
3.32,-0.17,0.024,0.03
3.33,-0.218,-0.263,0.022
3.34,-0.299,-0.242,0.095
3.35,-0.274,-0.276,0.187
3.36,-0.261,-0.047,0.091
3.37,-0.303,0.227,-0.01
3.38,-0.263,0.297,-0.08
3.39,-0.225,0.264,-0.063
3.4,-0.237,0.078,-0.074
3.41,-0.253,-0.135,0.005
3.42,-0.145,-0.156,-0.855
3.43,-0.179,-0.039,0.091
3.44,-0.221,-0.04,0.173
3.45,-0.172,0.101,0.108
3.46,-0.235,0.051,0.08
3.47,-0.263,-0.132,-0.021
3.48,-0.339,-0.019,-0.009
3.49,-0.392,0.021,0.009
3.5,-0.266,0.16,-0.016
3.51,-0.218,0.218,-0.035
3.52,-0.235,0.158,-0.025
3.53,-0.218,0.171,0.016
3.54,-0.18,-0.077,0.103
3.55,-0.168,-0.125,0.059
3.56,-0.164,-0.131,0.048
3.57,-0.156,-0.125,0.083
3.58,-0.194,-0.031,-0.853
3.59,-0.291,0.142,0.054
3.6,-0.215,-0.017,0.003
3.61,-0.279,-0.095,-0.027
3.62,-0.376,0.079,0.044
3.63,-0.329,0.091,0.117
3.64,-0.354,0.296,0.057
3.65,-0.292,0.302,-0.041
3.66,-0.126,0.023,-0.149
3.67,-0.071,-0.168,-0.114
3.68,-0.101,-0.356,0.009
3.69,-0.126,-0.354,0.271
3.7,-0.238,-0.003,0.334
3.71,-0.177,0.206,0.185
3.72,-0.261,0.225,-0.017
3.73,-0.251,0.134,-0.172
3.74,-0.345,-0.011,-0.141
3.75,-0.41,-0.142,-0.01
3.76,-0.379,0.081,0.039
3.77,-0.27,0.111,0.052
3.78,-0.207,0.173,0.005
3.79,-0.139,0.198,-0.005
3.8,-0.074,-0.171,0.117
3.81,-0.16,-0.173,0.111
3.82,-0.27,-0.218,0.121
3.83,-0.197,-0.175,0.04
3.84,-0.192,0.118,-0.028
3.85,-0.25,0.299,0.039
3.86,-0.339,0.177,0.058
3.87,-0.427,0.164,0.025
3.88,-0.346,-0.062,-0.066
3.89,-0.283,-0.108,-0.116
3.9,-0.293,0.035,-0.011
3.91,-0.21,0.003,0.067
3.92,-0.049,0.133,0.064
3.93,-0.031,-0.051,0.033
3.94,-0.096,-0.223,0.111
3.95,-0.167,-0.138,0.167
3.96,-0.253,-0.017,0.164
3.97,-0.424,0.051,0.085
3.98,-0.401,0.249,-0.073
3.99,-0.309,0.22,-0.162
4.0,-0.365,0.057,-0.139
4.01,-0.276,-0.075,-0.023
4.02,-0.185,-0.081,0.035
4.03,-0.091,-0.122,0.051
4.04,-0.114,0.072,0.138
4.05,-0.042,0.074,0.134
4.06,-0.102,0.216,0.108
4.07,-0.284,-0.053,0.092
4.08,-0.378,-0.156,-0.86
4.09,-0.425,-0.068,-0.047
4.1,-0.391,-0.009,-0.018
4.11,-0.332,0.088,-0.018
4.12,-0.272,0.237,-0.015
4.13,-0.231,0.094,-0.001
4.14,-0.184,0.076,0.033
4.15,-0.107,-0.03,0.027
4.16,-0.126,-0.219,0.099
4.17,-0.139,0.027,0.086
4.18,-0.218,0.052,0.111
4.19,-0.306,0.036,0.106
4.2,-0.274,0.079,-0.032
4.21,-0.281,-0.11,-0.013
4.22,-0.344,-0.111,0.007
4.23,-0.32,0.075,0.03
4.24,-0.347,0.198,0.084
4.25,-0.263,0.311,-0.008
4.26,-0.163,0.234,-0.168
4.27,-0.042,-0.151,-0.135
4.28,-0.044,-0.357,-0.012
4.29,-0.157,-0.246,0.23
4.3,-0.264,-0.109,0.402
4.31,-0.22,0.179,0.239
4.32,-0.311,0.259,-0.042
4.33,-0.243,0.045,-0.24
4.34,-0.306,0.061,-0.176
4.35,-0.467,-0.152,0.0
4.36,-0.355,-0.008,0.056
4.37,-0.316,0.053,0.023
4.38,-0.131,0.098,0.01
4.39,-0.04,0.236,0.013
4.4,-0.112,0.061,0.102
4.41,-0.161,-0.178,0.154
4.42,-0.0,-0.0,-0.845
4.43,-0.187,0.291,-0.067
4.44,-0.19,0.069,-0.013
4.45,-0.126,0.084,-0.076
4.46,-0.199,0.044,0.043
4.47,-0.169,-0.161,0.087
4.48,-0.196,0.125,-0.852
4.49,-0.226,0.0,0.141
4.5,-0.26,-0.009,0.058
4.51,-0.355,-0.052,0.015
4.52,-0.383,-0.094,-0.013
4.53,-0.258,-0.051,-0.017
4.54,-0.218,0.163,-0.012
4.55,-0.192,0.172,0.01
4.56,-0.179,0.153,-0.036
4.57,-0.254,0.146,-0.004
4.58,-0.228,-0.002,0.054
4.59,-0.174,-0.052,0.094
4.6,-0.24,-0.061,0.036
4.61,-0.211,-0.169,0.065
4.62,-0.201,-0.014,0.08
4.63,-0.245,0.096,0.098
4.64,-0.301,-0.005,0.065
4.65,-0.165,-0.007,-0.074
4.66,-0.171,-0.072,-0.08
4.67,-0.342,0.06,0.045
4.68,-0.342,0.194,0.099
4.69,-0.356,0.211,0.11
4.7,-0.232,0.28,-0.079
4.71,-0.081,-0.021,-0.143
4.72,-0.125,-0.343,-0.007
4.73,-0.168,-0.279,0.087
4.74,-0.248,-0.21,0.341
4.75,-0.283,-0.051,0.287
4.76,-0.166,0.218,-0.001
4.77,-0.294,0.193,-0.088
4.78,-0.232,0.039,-0.159
4.79,-0.328,0.018,-0.098
4.8,-0.378,-0.101,0.025
4.81,-0.247,0.112,0.012
4.82,-0.246,0.22,0.048
4.83,-0.129,0.111,0.054
4.84,-0.118,0.189,-0.005
4.85,-0.186,-0.173,0.086
4.86,-0.241,-0.312,0.086
4.87,-0.29,-0.171,0.086
4.88,-0.244,-0.141,0.061
4.89,-0.283,0.131,0.027
4.9,-0.242,0.298,0.005
4.91,-0.0,-0.0,-0.842
4.92,-0.202,-0.108,0.072
4.93,-0.13,0.078,0.117
4.94,-0.09,0.083,0.113
4.95,-0.183,0.056,0.117
4.96,-0.248,-0.018,0.001
4.97,-0.332,-0.089,-0.015
4.98,-0.342,0.023,-0.021
4.99,-0.353,0.136,-0.007
5.0,-0.328,0.14,-0.018
5.01,-0.277,0.186,-0.06
5.02,-0.268,0.034,0.023
5.03,-0.198,-0.056,0.045
5.04,-0.069,-0.129,0.07
5.05,-0.059,-0.145,0.102
5.06,-0.086,-0.072,0.11
5.07,-0.211,0.083,0.12
5.08,-0.314,0.109,0.108
5.09,-0.299,0.054,-0.048
5.1,-0.375,0.023,-0.071
5.11,-0.415,-0.109,-0.026
5.12,-0.329,0.067,0.006
5.13,-0.349,0.22,0.011
5.14,-0.227,0.19,-0.023
5.15,-0.048,0.186,-0.119
5.16,-0.026,-0.084,-0.064
5.17,-0.033,-0.363,0.081
5.18,-0.082,-0.252,0.229
5.19,-0.261,-0.111,0.327
5.2,-0.308,0.094,-0.861
5.21,-0.352,0.216,-0.021
5.22,-0.349,0.14,-0.119
5.23,-0.343,-0.019,-0.161
5.24,-0.439,-0.117,-0.078
5.25,-0.306,-0.063,0.018
5.26,-0.177,0.215,-0.009
5.27,-0.146,0.207,0.065
5.28,-0.02,0.154,0.046
5.29,-0.081,0.015,0.093
5.3,-0.184,-0.229,0.162
5.31,-0.254,-0.3,0.09
5.32,-0.319,-0.068,0.067
5.33,-0.329,-0.002,0.064
5.34,-0.351,0.279,0.054
5.35,-0.317,0.284,-0.086
5.36,-0.361,-0.043,-0.083
5.37,-0.307,-0.006,-0.089
5.38,-0.192,-0.056,-0.035
5.39,-0.209,-0.073,0.077
