t,ax,ay,az
0.0,-0.306,-0.091,-0.038
0.01,-0.211,0.034,-0.065
0.02,-0.224,-0.045,0.016
0.03,-0.109,0.115,0.008
0.04,-0.146,0.177,0.036
0.05,-0.138,0.018,0.057
0.06,-0.127,-0.083,0.081
0.07,-0.299,-0.123,0.122
0.08,-0.241,-0.307,0.134
0.09,-0.289,-0.036,-0.051
0.1,-0.444,0.107,-0.066
0.11,-0.344,0.219,-0.05
0.12,-0.218,0.183,-0.088
0.13,-0.23,0.146,-0.035
0.14,-0.14,-0.14,-0.009
0.15,-0.155,-0.017,0.043
0.16,-0.15,-0.078,0.066
0.17,-0.167,0.086,0.132
0.18,-0.146,0.104,0.09
0.19,-0.298,0.004,0.055
0.2,-0.39,-0.092,-0.056
0.21,-0.373,-0.11,-0.065
0.22,-0.381,-0.03,0.008
0.23,-0.251,0.088,-0.008
0.24,-0.224,0.21,-0.048
0.25,-0.198,0.109,-0.074
0.26,-0.142,0.184,-0.052
0.27,-0.18,0.03,0.061
0.28,-0.144,-0.058,0.038
0.29,-0.163,-0.028,0.066
0.3,-0.173,-0.148,0.118
0.31,-0.253,0.079,0.053
0.32,-0.373,-0.063,0.101
0.33,-0.267,-0.101,-0.051
0.34,-0.221,-0.113,-0.149
0.35,-0.315,0.023,-0.038
0.36,-0.324,0.116,0.041
0.37,-0.3,0.412,0.034
0.38,-0.222,0.334,-0.072
0.39,-0.063,0.08,-0.167
0.4,-0.002,-0.146,-0.106
0.41,-0.147,-0.414,0.124
0.42,-0.275,-0.262,0.275
0.43,-0.318,-0.118,0.277
0.44,-0.289,0.125,0.069
0.45,-0.302,0.156,-0.128
0.46,-0.257,0.143,-0.167
0.47,-0.293,-0.024,-0.1
0.48,-0.326,-0.05,-0.088
0.49,-0.278,0.13,-0.028
0.5,-0.225,0.074,0.013
0.51,-0.087,0.248,0.006
0.52,-0.095,0.197,0.063
0.53,-0.181,-0.158,0.101
0.54,-0.311,-0.174,0.076
0.55,-0.351,-0.31,0.07
0.56,-0.261,-0.167,0.02
0.57,-0.246,0.054,-0.016
0.58,-0.275,0.123,0.005
0.59,-0.181,0.313,-0.082
0.6,-0.326,0.146,-0.054
0.61,-0.246,0.025,-0.063
0.62,-0.162,0.083,-0.093
0.63,-0.273,0.054,0.022
0.64,-0.14,0.122,0.015
0.65,-0.253,0.082,0.043
0.66,-0.187,-0.144,0.074
0.67,-0.172,-0.341,0.076
0.68,-0.261,-0.188,0.125
0.69,-0.226,-0.23,0.093
0.7,-0.325,0.111,0.03
