t,ax,ay,az
0.0,-0.297,-0.073,-0.001
0.01,-0.177,-0.047,-0.031
0.02,-0.135,0.076,0.001
0.03,-0.129,0.111,0.031
0.04,-0.117,0.06,0.053
0.05,-0.131,0.024,0.038
0.06,-0.217,-0.212,0.133
0.07,-0.319,-0.117,0.105
0.08,-0.294,-0.114,0.07
0.09,-0.329,-0.123,-0.008
0.1,-0.371,0.215,-0.074
0.11,-0.293,0.244,-0.059
0.12,-0.144,0.046,-0.078
0.13,-0.219,0.185,-0.061
0.14,-0.179,-0.115,0.031
0.15,-0.087,-0.0,0.038
0.16,-0.182,-0.025,0.099
0.17,-0.145,-0.004,0.117
0.18,-0.157,0.075,0.094
0.19,-0.364,-0.058,0.076
0.2,-0.4,-0.172,-0.018
0.21,-0.333,-0.063,-0.071
0.22,-0.318,0.054,-0.03
0.23,-0.0,-0.0,-0.854
0.24,-0.03,-0.244,-0.044
0.25,-0.213,-0.316,0.191
0.26,-0.323,-0.26,0.32
0.27,-0.26,0.096,0.221
0.28,-0.277,0.152,-0.022
0.29,-0.249,0.147,-0.134
0.3,-0.253,0.051,-0.169
0.31,-0.368,-0.023,-0.013
0.32,-0.297,-0.032,-0.014
0.33,-0.226,0.179,-0.033
0.34,-0.241,0.148,0.056
0.35,-0.0,-0.0,-0.849
0.36,-0.245,-0.121,0.144
0.37,-0.269,-0.01,0.084
0.38,-0.332,0.203,-0.01
0.39,-0.25,0.307,-0.112
0.4,-0.287,0.177,-0.077
0.41,-0.283,0.066,-0.082
0.42,-0.214,-0.028,-0.05
0.43,-0.191,-0.118,0.05
0.44,-0.137,-0.037,0.086
0.45,-0.18,0.004,0.132
0.46,-0.162,-0.094,0.149
0.47,-0.153,0.045,0.053
0.48,-0.304,-0.072,0.062
0.49,-0.332,0.002,-0.013
0.5,-0.343,0.158,-0.018
0.51,-0.367,0.143,-0.01
0.52,-0.236,0.23,-0.11
0.53,-0.299,0.088,-0.054
0.54,-0.225,0.011,0.012
0.55,-0.192,-0.014,0.03
0.56,-0.148,-0.133,0.042
0.57,-0.082,-0.169,0.079
0.58,-0.163,-0.034,0.136
0.59,-0.172,0.013,0.147
0.6,-0.295,-0.02,0.073
0.61,-0.274,0.052,-0.031
0.62,-0.276,-0.111,-0.1
0.63,-0.451,0.062,0.011
0.64,-0.363,0.22,0.052
0.65,-0.354,0.188,0.031
0.66,-0.31,0.23,-0.124
0.67,-0.102,0.092,-0.177
0.68,-0.022,-0.258,-0.041
0.69,-0.036,-0.283,0.054
0.7,-0.075,-0.235,0.238
0.71,-0.249,-0.11,0.325
0.72,-0.227,0.263,0.152
0.73,-0.316,0.139,0.027
0.74,-0.344,0.134,-0.156
0.75,-0.332,0.0,-0.18
0.76,-0.486,-0.122,-0.031
0.77,-0.354,0.042,-0.061
0.78,-0.239,0.185,-0.009
